Day,Date,Last Price,Volume,SMAVG(15)
We,5/10/00,22.3656,7.397M,6.28M
Tu,5/9/00,23.5281,3.99M,6.498M
Mo,5/8/00,24.0375,3.294M,6.978M
,,,,
Fr,5/5/00,24.2257,4.838M,7.592M
Th,5/4/00,23.4064,5.788M,7.888M
We,5/3/00,23.4728,6.891M,8.125M
Tu,5/2/00,24.4582,5.077M,8.12M
Mo,5/1/00,24.6243,7.66M,8.295M
,,,,
Fr,4/28/00,23.9157,4.948M,8.217M
Th,4/27/00,24.425,7.525M,8.356M
We,4/26/00,24.9011,8.063M,8.551M
Tu,4/25/00,24.6796,7.849M,8.664M
Mo,4/24/00,23.4396,8.145M,8.617M
,,,,
Th,4/20/00,24.7129,5.987M,8.593M
We,4/19/00,24.0596,6.754M,8.641M
Tu,4/18/00,24.6354,10.658M,8.702M
Mo,4/17/00,23.6942,11.195M,8.345M
,,,,
Fr,4/14/00,21.7898,12.499M,7.906M
Th,4/13/00,23.3731,9.285M,7.463M
We,4/12/00,23.9157,9.34M,7.203M
Tu,4/11/00,25.8311,6.81M,6.935M
Mo,4/10/00,26.0858,7.708M,6.97M
,,,,
Fr,4/7/00,27.6359,6.492M,6.948M
Th,4/6/00,26.2408,7.034M,7.442M
We,4/5/00,25.1557,10.445M,7.996M
Tu,4/4/00,24.4693,9.755M,8.006M
Mo,4/3/00,23.4839,7.15M,7.794M
,,,,
Fr,3/31/00,23.4839,7.789M,7.753M
Th,3/30/00,23.1628,6.698M,7.674M
We,3/29/00,23.9157,7.676M,7.838M
Tu,3/28/00,24.9232,5.293M,7.862M
Mo,3/27/00,25.8976,4.615M,8.313M
,,,,
Fr,3/24/00,25.2222,5.857M,8.818M
Th,3/23/00,26.0858,5.378M,9.02M
We,3/22/00,25.8976,5.33M,8.989M
Tu,3/21/00,25.1336,7.334M,9.141M
Mo,3/20/00,25.51,7.379M,9.372M
,,,,
Fr,3/17/00,24.6243,13.898M,9.541M
Th,3/16/00,23.5614,15.344M,9.124M
We,3/15/00,23.3842,10.594M,8.604M
Tu,3/14/00,24.7571,6.569M,8.36M
Mo,3/13/00,25.9529,6.547M,8.432M
,,,,
Fr,3/10/00,26.0304,6.598M,8.743M
Th,3/9/00,26.9051,9.162M,9.005M
We,3/8/00,24.9564,8.025M,9.068M
Tu,3/7/00,25.3329,12.071M,9.084M
Mo,3/6/00,25.9529,12.185M,8.716M
,,,,
Fr,3/3/00,24.5578,8.884M,8.275M
Th,3/2/00,23.7385,4.912M,8.021M
We,3/1/00,23.6721,7.618M,8.244M
Tu,2/29/00,23.8271,10.788M,8.366M
Mo,2/28/00,22.8306,9.919M,8.485M
,,,,
Fr,2/25/00,22.0777,7.648M,8.438M
Th,2/24/00,22.9413,7.542M,8.457M
We,2/23/00,23.1628,6.932M,8.41M
Tu,2/22/00,22.6756,7.648M,8.385M
,,,,
Fr,2/18/00,22.8528,11.207M,8.245M
Th,2/17/00,22.6756,10.53M,7.892M
We,2/16/00,23.2071,10.113M,7.792M
Tu,2/15/00,22.0998,8.258M,7.612M
Mo,2/14/00,21.7898,6.556M,7.545M
,,,,
Fr,2/11/00,21.502,5.575M,7.488M
Th,2/10/00,22.3213,5.065M,7.507M
We,2/9/00,21.967,8.26M,7.58M
Tu,2/8/00,22.7117,9.443M,7.493M
Mo,2/7/00,22.7642,12.576M,7.294M
,,,,
Fr,2/4/00,20.9041,9.222M,6.837M
Th,2/3/00,20.1069,7.933M,6.576M
We,2/2/00,19.5865,6.835M,6.489M
Tu,2/1/00,18.745,6.553M,6.35M
Mo,1/31/00,19.1768,5.553M,6.375M
,,,,
Fr,1/28/00,19.2654,5.903M,6.497M
Th,1/27/00,19.2211,9.039M,6.586M
We,1/26/00,19.2654,7.407M,6.662M
Tu,1/25/00,19.9519,7.255M,6.66M
Mo,1/24/00,20.0183,5.695M,6.733M
,,,,
Fr,1/21/00,20.0404,5.859M,6.444M
Th,1/20/00,20.5719,6.166M,6.33M
We,1/19/00,20.5498,6.96M,6.211M
Tu,1/18/00,20.1179,6.45M,5.987M
,,,,
Fr,1/14/00,19.9297,5.722M,5.89M
Th,1/13/00,19.974,5.31M,5.878M
We,1/12/00,19.9076,6.624M,5.805M
Tu,1/11/00,19.2322,4.745M,5.647M
Mo,1/10/00,19.6751,6.929M,5.645M
,,,,
Fr,1/7/00,18.4018,7.395M,5.806M
Th,1/6/00,17.8925,7.239M,5.892M
We,1/5/00,19.1104,10.17M,5.98M
Tu,1/4/00,19.2322,7.38M,5.844M
Mo,1/3/00,20.8044,8.342M,5.92M
,,,,
Fr,12/31/99,20.1512,1.375M,5.983M
Th,12/30/99,20.4169,4.143M,6.628M
We,12/29/99,20.129,4.379M,6.918M
Tu,12/28/99,19.7194,3.601M,7.204M
Mo,12/27/99,19.2211,4.991M,7.435M
,,,,
Th,12/23/99,19.9519,5.553M,7.886M
We,12/22/99,18.9443,4.205M,8.273M
Tu,12/21/99,19.2654,4.252M,8.515M
Mo,12/20/99,18.7831,4.718M,8.766M
,,,,
Fr,12/17/99,18.6454,9.345M,8.835M
Th,12/16/99,18.889,8.682M,8.403M
We,12/15/99,17.9146,8.563M,8.337M
Tu,12/14/99,18.3132,8.132M,8.303M
Mo,12/13/99,19.082,8.527M,8.415M
,,,,
Fr,12/10/99,19.3097,9.281M,8.832M
Th,12/9/99,19.5754,11.045M,11.071M
We,12/8/99,19.4536,8.497M,11.153M
Tu,12/7/99,18.835,8.661M,11.164M
Mo,12/6/99,18.5464,7.07M,11.113M
,,,,
Fr,12/3/99,18.6011,11.753M,11.226M
Th,12/2/99,17.6717,11.357M,10.965M
We,12/1/99,17.0953,7.846M,11.054M
Tu,11/30/99,16.8074,8.017M,10.917M
Mo,11/29/99,17.0067,5.756M,10.713M
,,,,
Fr,11/26/99,16.896,2.852M,10.887M
We,11/24/99,17.2503,7.69M,11.281M
Tu,11/23/99,16.6635,8.056M,11.32M
Mo,11/22/99,16.6192,9.809M,11.34M
,,,,
Fr,11/19/99,16.586,14.789M,11.184M
Th,11/18/99,16.7078,42.859M,10.896M
We,11/17/99,14.3494,12.277M,9.726M
Tu,11/16/99,13.4858,8.664M,10.258M
Mo,11/15/99,13.22,7.897M,10.09M
,,,,
Fr,11/12/99,13.5854,8.769M,9.942M
Th,11/11/99,13.0761,7.839M,9.729M
We,11/10/99,13.1093,12.684M,10.064M
Tu,11/9/99,13.7626,5.791M,10.343M
Mo,11/8/99,14.0615,4.957M,11.172M
,,,,
Fr,11/5/99,13.7515,8.371M,11.681M
Th,11/4/99,13.5854,8.767M,11.751M
We,11/3/99,12.9986,8.274M,11.703M
Tu,11/2/99,12.7993,8.346M,11.678M
Mo,11/1/99,13.22,7.478M,11.62M
,,,,
Fr,10/29/99,13.1425,10.463M,11.534M
Th,10/28/99,12.6222,25.312M,11.517M
We,10/27/99,11.8693,20.264M,10.455M
Tu,10/26/99,13.5744,6.141M,9.898M
Mo,10/25/99,13.4858,5.674M,10.376M
,,,,
Fr,10/22/99,13.4415,5.578M,11.093M
Th,10/21/99,13.2865,12.855M,11.709M
We,10/20/99,13.5633,16.877M,11.833M
Tu,10/19/99,13.065,18.227M,11.48M
Mo,10/18/99,13.8622,12.581M,10.887M
,,,,
Fr,10/15/99,14.6594,9.426M,10.545M
Th,10/14/99,14.5266,8.048M,10.513M
We,10/13/99,14.748,7.905M,10.526M
Tu,10/12/99,14.8698,7.472M,10.745M
Mo,10/11/99,15.6227,6.183M,10.801M
,,,,
Fr,10/8/99,15.4898,10.216M,10.874M
Th,10/7/99,15.5452,9.382M,10.912M
We,10/6/99,15.7888,11.903M,10.951M
Tu,10/5/99,14.8144,13.316M,10.501M
Mo,10/4/99,14.748,16.432M,9.953M
,,,,
Fr,10/1/99,15.4788,14.804M,9.116M
Th,9/30/99,16.0766,14.716M,8.505M
We,9/29/99,15.8109,11.583M,7.92M
Tu,9/28/99,16.8628,9.334M,7.535M
Mo,9/27/99,17.0288,7.461M,7.248M
,,,,
Fr,9/24/99,17.1174,8.937M,7.151M
Th,9/23/99,16.7188,8.244M,6.818M
We,9/22/99,17.4828,11.19M,6.541M
Tu,9/21/99,17.6046,8.313M,6.265M
Mo,9/20/99,18.435,7.285M,5.947M
,,,,
Fr,9/17/99,17.8592,10.785M,5.866M
Th,9/16/99,18.4129,9.959M,5.557M
We,9/15/99,19.2211,5.159M,5.235M
Tu,9/14/99,19.6308,5.096M,5.281M
Mo,9/13/99,19.6418,3.881M,5.34M
,,,,
Fr,9/10/99,19.8854,5.626M,5.444M
Th,9/9/99,20.1844,5.942M,5.56M
We,9/8/99,19.4536,5.82M,5.736M
Tu,9/7/99,19.354,5.019M,6.235M
,,,,
Fr,9/3/99,19.4149,6.009M,6.379M
Th,9/2/99,18.59,3.946M,6.601M
We,9/1/99,18.6011,4.089M,6.879M
Tu,8/31/99,18.6675,7.043M,6.989M
Mo,8/30/99,18.2136,3.548M,6.967M
,,,,
Fr,8/27/99,18.5346,6.076M,7.176M
Th,8/26/99,18.1803,6.144M,7.237M
We,8/25/99,18.6121,5.134M,7.32M
Tu,8/24/99,18.8557,5.849M,7.577M
Mo,8/23/99,18.6011,5.976M,7.717M
,,,,
Fr,8/20/99,18.5789,5.437M,7.605M
Th,8/19/99,18.1139,7.361M,7.558M
We,8/18/99,18.136,8.592M,7.404M
Tu,8/17/99,18.5125,13.301M,7.13M
Mo,8/16/99,19.5311,7.18M,6.65M
,,,,
Fr,8/13/99,18.7782,9.341M,6.442M
Th,8/12/99,18.2578,8.107M,6.287M
We,8/11/99,19.3761,5.752M,6.324M
Tu,8/10/99,18.9,6.711M,6.394M
Mo,8/9/99,19.0772,6.675M,6.551M
,,,,
Fr,8/6/99,19.664,6.999M,6.751M
Th,8/5/99,20.1955,7.391M,6.843M
We,8/4/99,19.5311,8.977M,6.846M
Tu,8/3/99,19.2211,7.954M,6.668M
Mo,8/2/99,18.5568,4.297M,6.476M
,,,,
Fr,7/30/99,18.5457,4.736M,6.462M
Th,7/29/99,18.8668,5.043M,6.471M
We,7/28/99,19.4758,4.487M,6.887M
Tu,7/27/99,19.354,6.105M,6.859M
Mo,7/26/99,18.7229,4.059M,6.69M
,,,,
Fr,7/23/99,19.0882,7.009M,6.678M
Th,7/22/99,18.6454,8.66M,6.646M
We,7/21/99,19.9408,6.809M,6.59M
Tu,7/20/99,19.5976,9.058M,6.499M
Mo,7/19/99,20.594,9.678M,6.399M
,,,,
Fr,7/16/99,20.1955,8.383M,5.946M
Th,7/15/99,20.0183,7.43M,5.656M
We,7/14/99,19.21,6.31M,5.429M
Tu,7/13/99,19.365,5.078M,5.511M
Mo,7/12/99,18.9775,4.077M,5.494M
,,,,
Fr,7/9/99,18.9,4.872M,5.639M
Th,7/8/99,18.745,11.284M,5.673M
We,7/7/99,17.5935,4.066M,5.308M
Tu,7/6/99,17.7817,3.581M,5.426M
,,,,
Fr,7/2/99,18.0253,3.878M,5.571M
Th,7/1/99,18.0696,6.526M,5.614M
We,6/30/99,17.8039,7.818M,5.466M
Tu,6/29/99,17.2503,5.447M,5.157M
Mo,6/28/99,17.2503,7.551M,5.08M
,,,,
Fr,6/25/99,16.4088,2.891M,4.906M
Th,6/24/99,16.0988,4.031M,4.982M
We,6/23/99,16.4642,4.028M,5.082M
Tu,6/22/99,16.4974,7.538M,5.271M
Mo,6/21/99,16.6302,4.822M,5.314M
,,,,
Fr,6/18/99,16.287,6.251M,5.366M
Th,6/17/99,15.822,5.389M,5.367M
We,6/16/99,16.0766,5.805M,5.532M
Tu,6/15/99,15.3127,5.83M,5.645M
Mo,6/14/99,15.213,5.765M,5.864M
,,,,
Fr,6/11/99,15.6559,4.512M,5.973M
Th,6/10/99,16.4752,4.312M,6.325M
We,6/9/99,16.4199,3.183M,7.184M
Tu,6/8/99,16.0434,4.297M,8.949M
Mo,6/7/99,16.6524,4.934M,9.127M
,,,,
Fr,6/4/99,16.0324,4.034M,9.384M
Th,6/3/99,16.1984,5.529M,10.016M
We,6/2/99,15.8995,6.872M,10.231M
Tu,6/1/99,15.9659,8.171M,10.084M
,,,,
Fr,5/28/99,16.7078,5.613M,9.959M
Th,5/27/99,16.4088,6.256M,9.818M
We,5/26/99,16.5638,7.871M,9.716M
Tu,5/25/99,15.8552,7.492M,9.486M
Mo,5/24/99,15.9438,9.116M,9.244M
,,,,
Fr,5/21/99,16.6302,7.406M,8.961M
Th,5/20/99,16.6524,9.793M,8.874M
We,5/19/99,16.6192,17.198M,8.639M
Tu,5/18/99,17.0067,29.657M,7.868M
Mo,5/17/99,15.7223,6.963M,6.496M
,,,,
Fr,5/14/99,14.9141,8.788M,6.46M
Th,5/13/99,15.4123,13.522M,6.277M
We,5/12/99,14.748,8.749M,6.078M
Tu,5/11/99,14.2719,4.665M,5.774M
Mo,5/10/99,14.2387,6.29M,5.845M
,,,,
Fr,5/7/99,14.1612,3.501M,5.921M
Th,5/6/99,13.6961,4.733M,6.005M
We,5/5/99,14.2165,4.416M,6.159M
Tu,5/4/99,14.0837,3.865M,6.307M
Mo,5/3/99,14.1612,4.872M,6.744M
,,,,
Fr,4/30/99,13.973,6.1M,7.108M
Th,4/29/99,13.8844,6.258M,6.948M
We,4/28/99,14.0505,5.645M,6.846M
Tu,4/27/99,14.1944,9.074M,6.835M
Mo,4/26/99,14.0837,6.42M,6.551M
,,,,
Fr,4/23/99,13.6629,6.048M,6.513M
Th,4/22/99,13.5744,10.532M,6.408M
We,4/21/99,13.3086,4.192M,6.043M
Tu,4/20/99,12.6443,5.729M,6.006M
Mo,4/19/99,12.6443,7.435M,5.873M
,,,,
Fr,4/16/99,12.4671,4.747M,5.658M
Th,4/15/99,12.5336,7.055M,5.681M
We,4/14/99,12.5779,6.628M,5.632M
Tu,4/13/99,12.5447,10.424M,5.591M
Mo,4/12/99,12.1128,10.331M,5.232M
,,,,
Fr,4/9/99,12.3343,3.703M,5.111M
Th,4/8/99,12.6332,4.733M,5.346M
We,4/7/99,12.3564,5.468M,5.338M
Tu,4/6/99,12.4007,4.821M,5.44M
Mo,4/5/99,12.6554,5.848M,5.452M
,,,,
Th,4/1/99,12.0243,4.466M,5.349M
We,3/31/99,12.0132,5.058M,5.409M
Tu,3/30/99,12.2236,3.639M,5.417M
Mo,3/29/99,12.3343,3.742M,5.673M
,,,,
Fr,3/26/99,12.1682,4.207M,5.84M
Th,3/25/99,11.98,5.085M,6.111M
We,3/24/99,11.9246,6.325M,6.365M
Tu,3/23/99,11.9025,6.017M,6.608M
Mo,3/22/99,12.2236,5.04M,7.407M
,,,,
Fr,3/19/99,12.5557,8.514M,7.667M
Th,3/18/99,13.1093,7.233M,7.74M
We,3/17/99,12.9654,4.611M,7.662M
Tu,3/16/99,12.8768,6.987M,7.717M
Mo,3/15/99,12.6775,5.006M,7.687M
,,,,
Fr,3/12/99,12.2236,4.309M,7.941M
Th,3/11/99,12.1903,5.365M,8.115M
We,3/10/99,12.1571,5.167M,8.366M
Tu,3/9/99,11.9911,7.486M,8.893M
Mo,3/8/99,12.3786,6.249M,9.011M
,,,,
Fr,3/5/99,12.0686,8.275M,9.341M
Th,3/4/99,11.9468,8.884M,9.312M
We,3/3/99,12.1903,9.981M,9.098M
Tu,3/2/99,12.1571,17.996M,8.886M
Mo,3/1/99,11.67,8.941M,8.083M
,,,,
Fr,2/26/99,11.7696,9.611M,8.231M
Th,2/25/99,12.6111,6.066M,8.104M
We,2/24/99,12.5336,5.426M,8.125M
Tu,2/23/99,12.9543,6.536M,8.587M
Mo,2/22/99,13.0872,8.822M,9.29M
,,,,
Fr,2/19/99,12.1018,6.917M,9.607M
Th,2/18/99,12.0353,9.128M,9.542M
We,2/17/99,12.0686,13.073M,9.352M
Tu,2/16/99,12.4893,9.263M,8.879M
,,,,
Fr,2/12/99,13.5411,11.2M,8.617M
Th,2/11/99,13.3308,7.829M,8.15M
We,2/10/99,12.8215,5.682M,8.013M
Tu,2/9/99,12.5114,6.8M,8.235M
Mo,2/8/99,12.7329,5.948M,8.191M
,,,,
Fr,2/5/99,12.744,11.164M,8.134M
Th,2/4/99,13.3529,7.705M,7.848M
We,2/3/99,13.9065,6.384M,7.773M
Tu,2/2/99,13.6519,12.353M,7.645M
Mo,2/1/99,14.5155,17.081M,7.147M
,,,,
Fr,1/29/99,13.8844,13.571M,6.561M
Th,1/28/99,13.0872,5.953M,6.133M
We,1/27/99,12.8215,6.272M,6.525M
Tu,1/26/99,12.8657,5.986M,6.454M
Mo,1/25/99,12.6443,5.326M,6.497M
,,,,
Fr,1/22/99,12.3343,4.203M,6.342M
Th,1/21/99,12.4339,5.773M,6.484M
We,1/20/99,12.7107,9.003M,6.36M
Tu,1/19/99,12.3121,6.136M,6.086M
,,,,
Fr,1/15/99,12.4893,5.098M,5.833M
Th,1/14/99,12.4339,6.871M,5.847M
We,1/13/99,12.6664,6.583M,5.65M
Tu,1/12/99,12.4782,4.46M,5.567M
Mo,1/11/99,12.755,4.894M,5.71M
,,,,
Fr,1/8/99,12.9432,8.28M,5.612M
Th,1/7/99,12.91,7.153M,5.322M
We,1/6/99,12.6886,11.836M,5.193M
Tu,1/5/99,12.3454,5.21M,4.717M
Mo,1/4/99,12.2125,6.626M,4.649M
,,,,
Th,12/31/98,12.1018,3.012M,4.585M
We,12/30/98,12.3896,6.325M,4.639M
Tu,12/29/98,12.0907,3.909M,4.8M
Mo,12/28/98,12.2457,4.9M,4.832M
,,,,
Th,12/24/98,12.0243,2.333M,4.872M
We,12/23/98,12.0132,5.32M,5.158M
Tu,12/22/98,11.7032,3.91M,5.409M
Mo,12/21/98,11.7032,5.336M,5.664M
,,,,
Fr,12/18/98,11.6589,6.613M,5.784M
Th,12/17/98,11.6146,3.423M,5.468M
We,12/16/98,11.4817,3.924M,5.542M
Tu,12/15/98,11.67,5.213M,5.986M
Mo,12/14/98,11.2492,4.704M,6.565M
,,,,
Fr,12/11/98,11.5925,4.181M,7.102M
Th,12/10/98,11.3046,5.672M,7.528M
We,12/9/98,11.7032,3.827M,7.806M
Tu,12/8/98,11.7364,8.733M,9.247M
Mo,12/7/98,11.4485,4.387M,9.416M
,,,,
Fr,12/4/98,11.2714,5.51M,9.527M
Th,12/3/98,11.0167,6.61M,9.496M
We,12/2/98,11.2271,9.084M,9.81M
Tu,12/1/98,11.0167,7.746M,9.801M
Mo,11/30/98,11.0831,7.137M,9.582M
,,,,
Fr,11/27/98,11.0167,1.874M,9.442M
We,11/25/98,11.0942,4.532M,9.674M
Tu,11/24/98,11.1606,10.573M,9.999M
Mo,11/23/98,10.9171,13.9M,9.554M
,,,,
Fr,11/20/98,10.2417,12.762M,8.949M
Th,11/19/98,10.4631,10.569M,8.536M
We,11/18/98,10.596,9.847M,8.252M
Tu,11/17/98,10.6403,25.433M,7.881M
Mo,11/16/98,11.7142,11.271M,6.582M
,,,,
Fr,11/13/98,11.5592,6.065M,6.093M
Th,11/12/98,11.5371,5.044M,6M
We,11/11/98,11.6257,11.316M,6.034M
Tu,11/10/98,11.2935,8.947M,5.844M
Mo,11/9/98,11.1385,4.463M,5.662M
,,,,
Fr,11/6/98,11.2049,5.038M,5.629M
Th,11/5/98,11.1164,5.351M,5.833M
We,11/4/98,11.1606,9.409M,6.004M
Tu,11/3/98,10.607,3.89M,5.883M
Mo,11/2/98,10.7399,4.823M,5.973M
,,,,
Fr,10/30/98,10.6735,6.576M,6.033M
Th,10/29/98,10.596,6.303M,6.046M
We,10/28/98,10.3524,4.281M,6.191M
Tu,10/27/98,10.1974,5.957M,6.388M
Mo,10/26/98,10.2195,3.931M,6.375M
,,,,
Fr,10/23/98,10.2638,4.673M,6.799M
Th,10/22/98,10.2417,5.555M,7.055M
We,10/21/98,10.1088,8.459M,7.185M
Tu,10/20/98,9.7434,6.226M,7.01M
Mo,10/19/98,9.5773,3.959M,6.876M
,,,,
Fr,10/16/98,9.5663,8.101M,7.025M
Th,10/15/98,9.2009,7.916M,6.844M
We,10/14/98,8.8134,7.597M,6.812M
Tu,10/13/98,9.1345,5.246M,6.998M
Mo,10/12/98,9.1898,5.717M,7.065M
,,,,
Fr,10/9/98,8.7802,6.768M,7.005M
Th,10/8/98,8.7137,8.475M,6.938M
We,10/7/98,8.7691,7.246M,6.692M
Tu,10/6/98,8.8355,5.759M,6.557M
Mo,10/5/98,8.7137,10.284M,6.529M
,,,,
Fr,10/2/98,8.8134,8.516M,6.234M
Th,10/1/98,8.8798,7.507M,6.259M
We,9/30/98,9.378,5.837M,6.53M
Tu,9/29/98,9.8099,4.216M,6.506M
Mo,9/28/98,9.7323,6.193M,6.655M
,,,,
Fr,9/25/98,9.5995,5.379M,6.632M
Th,9/24/98,9.4555,7.447M,6.747M
We,9/23/98,9.5109,10.385M,6.647M
Tu,9/22/98,8.9794,6.248M,6.547M
Mo,9/21/98,9.1898,4.81M,6.802M
,,,,
Fr,9/18/98,9.0459,5.768M,7.029M
Th,9/17/98,8.9462,4.783M,7.248M
We,9/16/98,9.1677,5.231M,7.287M
Tu,9/15/98,9.1677,5.33M,7.366M
Mo,9/14/98,9.0016,5.856M,7.386M
,,,,
Fr,9/11/98,8.8577,8.891M,7.548M
Th,9/10/98,8.6805,11.57M,7.357M
We,9/9/98,9.3338,5.49M,7.119M
Tu,9/8/98,9.3227,6.445M,7.824M
,,,,
Fr,9/4/98,8.9352,5.848M,7.842M
Th,9/3/98,8.8577,7.106M,7.769M
We,9/2/98,8.8798,5.943M,7.66M
Tu,9/1/98,8.8798,8.887M,7.824M
Mo,8/31/98,8.603,10.073M,7.952M
,,,,
Fr,8/28/98,9.1234,8.217M,7.631M
Th,8/27/98,9.1787,9.051M,7.668M
We,8/26/98,9.6991,5.36M,7.57M
Tu,8/25/98,9.7323,6.421M,7.796M
Mo,8/24/98,9.5884,5.625M,8.104M
,,,,
Fr,8/21/98,9.7213,8.298M,8.123M
Th,8/20/98,9.9206,6.013M,7.974M
We,8/19/98,9.8984,8.001M,7.879M
Tu,8/18/98,10.0977,16.068M,7.656M
Mo,8/17/98,9.7877,6.71M,6.938M
,,,,
Fr,8/14/98,9.3448,4.753M,6.802M
Th,8/13/98,9.1234,5.478M,6.918M
We,8/12/98,9.212,8.41M,7.225M
Tu,8/11/98,8.8798,10.803M,8.278M
Mo,8/10/98,9.0791,5.254M,8.251M
,,,,
Fr,8/7/98,9.1234,8.779M,8.402M
Th,8/6/98,9.3005,7.572M,8.2M
We,8/5/98,9.3559,8.762M,8.045M
Tu,8/4/98,9.212,11.027M,7.933M
Mo,8/3/98,9.677,5.915M,7.5M
,,,,
Fr,7/31/98,9.832,6.071M,7.435M
Th,7/30/98,10.142,4.579M,7.402M
We,7/29/98,10.0092,4.657M,7.606M
Tu,7/28/98,10.142,5.303M,7.711M
Mo,7/27/98,10.1752,4.664M,7.771M
,,,,
Fr,7/24/98,10.1309,6.49M,7.811M
Th,7/23/98,10.1752,10.084M,7.796M
We,7/22/98,9.8099,24.217M,7.71M
Tu,7/21/98,10.2527,10.392M,6.618M
Mo,7/20/98,10.9171,7.513M,6.255M
,,,,
Fr,7/17/98,10.6181,5.757M,6.017M
Th,7/16/98,10.5295,5.251M,6.18M
We,7/15/98,10.4742,7.077M,6.3M
Tu,7/14/98,10.4963,4.524M,6.324M
Mo,7/13/98,10.6513,4.951M,6.401M
,,,,
Fr,7/10/98,10.3745,5.573M,6.743M
Th,7/9/98,10.5517,7.631M,7.293M
We,7/8/98,10.7953,6.236M,7.716M
Tu,7/7/98,10.3413,6.206M,7.841M
Mo,7/6/98,10.1199,5.265M,7.814M
,,,,
Th,7/2/98,10.1531,6.269M,7.882M
We,7/1/98,10.3081,8.781M,7.961M
Tu,6/30/98,10.607,7.849M,7.591M
Mo,6/29/98,10.9392,4.939M,7.321M
,,,,
Fr,6/26/98,10.7399,3.947M,7.25M
Th,6/25/98,10.7178,8.206M,7.378M
We,6/24/98,10.5849,7.048M,7.215M
Tu,6/23/98,10.4963,7.432M,7.178M
Mo,6/22/98,10.142,5.684M,7.203M
,,,,
Fr,6/19/98,9.9759,10.081M,7.265M
Th,6/18/98,10.0424,13.822M,7.081M
We,6/17/98,10.3635,13.974M,6.632M
Tu,6/16/98,10.5295,8.118M,6.233M
Mo,6/15/98,10.6292,5.792M,6.005M
,,,,
Fr,6/12/98,10.7621,6.291M,5.974M
Th,6/11/98,10.7399,7.459M,6.154M
We,6/10/98,11.061,3.225M,6.43M
Tu,6/9/98,11.2492,3.792M,7.222M
Mo,6/8/98,11.2714,3.878M,7.847M
,,,,
Fr,6/5/98,11.1496,5.87M,8.571M
Th,6/4/98,10.9281,5.755M,11.257M
We,6/3/98,10.751,6.493M,11.531M
Tu,6/2/98,10.9392,7.815M,11.612M
Mo,6/1/98,10.8728,6.614M,11.546M
,,,,
Fr,5/29/98,11.0389,7.316M,11.528M
Th,5/28/98,11.3157,7.084M,11.571M
We,5/27/98,11.5925,7.989M,11.429M
Tu,5/26/98,11.5814,4.697M,11.211M
,,,,
Fr,5/22/98,11.6257,5.328M,11.328M
Th,5/21/98,11.4928,8.996M,11.358M
We,5/20/98,11.67,11.598M,11.281M
Tu,5/19/98,11.7807,15.106M,11.128M
Mo,5/18/98,11.7142,13.161M,10.666M
,,,,
Fr,5/15/98,12.3011,14.75M,11.06M
Th,5/14/98,12.4561,46.152M,11.953M
We,5/13/98,14.4601,9.866M,9.364M
Tu,5/12/98,14.1501,7.713M,9.15M
Mo,5/11/98,13.5854,6.817M,9.314M
,,,,
Fr,5/8/98,13.6297,6.345M,9.239M
Th,5/7/98,13.5744,7.968M,9.109M
We,5/6/98,13.1758,4.943M,8.881M
Tu,5/5/98,13.3418,4.719M,9.119M
Mo,5/4/98,13.3086,6.459M,9.126M
,,,,
Fr,5/1/98,13.1093,5.774M,8.959M
Th,4/30/98,13.3529,7.849M,8.882M
We,4/29/98,13.2865,9.302M,8.896M
Tu,4/28/98,12.8104,8.167M,8.604M
Mo,4/27/98,12.9765,19.082M,8.361M
,,,,
Fr,4/24/98,13.22,28.133M,7.341M
Th,4/23/98,11.8028,7.324M,5.841M
We,4/22/98,11.836,6.66M,5.755M
Tu,4/21/98,11.8582,10.166M,5.561M
Mo,4/20/98,11.4042,5.691M,5.052M
,,,,
Fr,4/17/98,11.2381,4.395M,4.857M
Th,4/16/98,11.0167,4.557M,4.765M
We,4/15/98,11.2935,8.512M,4.803M
Tu,4/14/98,10.7953,4.824M,4.45M
Mo,4/13/98,10.8063,3.954M,4.479M
,,,,
Th,4/9/98,10.8174,4.605M,4.641M
We,4/8/98,10.6735,8.071M,4.604M
Tu,4/7/98,10.7621,4.911M,4.347M
Mo,4/6/98,10.9613,4.526M,4.329M
,,,,
Fr,4/3/98,11.0831,3.78M,4.256M
Th,4/2/98,11.1385,5.64M,4.3M
We,4/1/98,11.0831,6.034M,4.234M
Tu,3/31/98,11.2271,3.754M,4.332M
Mo,3/30/98,11.1828,2.528M,4.506M
,,,,
Fr,3/27/98,11.1274,2.763M,5.033M
Th,3/26/98,11.3157,3.017M,5.42M
We,3/25/98,11.4707,5.124M,5.958M
Tu,3/24/98,11.2492,3.221M,5.985M
Mo,3/23/98,11.2049,5.26M,6.075M
,,,,
Fr,3/20/98,11.1274,6.378M,6.109M
Th,3/19/98,11.1274,4.048M,6.359M
We,3/18/98,11.0942,4.217M,6.383M
Tu,3/17/98,10.8838,4.651M,6.455M
Mo,3/16/98,11.0167,3.425M,6.535M
,,,,
Fr,3/13/98,10.9392,4.446M,6.641M
Th,3/12/98,10.9613,4.645M,7.108M
We,3/11/98,10.7399,7.501M,7.716M
Tu,3/10/98,10.8949,6.367M,7.906M
Mo,3/9/98,10.6735,10.438M,7.769M
,,,,
Fr,3/6/98,10.906,8.566M,7.243M
Th,3/5/98,10.9724,11.082M,7.142M
