Day,Date,Last Price,Volume,SMAVG(15)
We,3/4/98,11.0721,5.534M,6.785M
Tu,3/3/98,11.4264,4.567M,7.016M
Mo,3/2/98,11.5592,5.774M,7.081M
,,,,
Fr,2/27/98,11.8693,10.122M,7.154M
Th,2/26/98,11.515,4.417M,
We,2/25/98,11.4485,5.295M,
Tu,2/24/98,11.0831,5.841M,
Mo,2/23/98,11.4042,5.027M,
,,,,
Fr,2/20/98,11.5039,11.45M,
Th,2/19/98,11.5039,13.764M,
We,2/18/98,11.1828,10.348M,
Tu,2/17/98,10.9171,4.305M,
,,,,
Fr,2/13/98,10.9613,2.552M,
Th,2/12/98,11.0499,7.052M,
We,2/11/98,11.0721,5.722M,
Tu,2/10/98,11.2271,9M,
Mo,2/9/98,10.8617,5.549M,
,,,,
Fr,2/6/98,11.0056,6.863M,
