Day,Date,Last Price,Volume,SMAVG(15)
Tu,9/14/04,13.56,2.416M,2.052M
Mo,9/13/04,13.37,2.418M,1.963M
,,,,
Fr,9/10/04,13.28,3.383M,2.013M
Th,9/9/04,12.48,888.1k,2.017M
We,9/8/04,12.46,1.864M,2.1M
Tu,9/7/04,12.32,7.84M,2.068M
,,,,
Fr,9/3/04,11.87,1.43M,1.624M
Th,9/2/04,11.94,1.236M,1.62M
We,9/1/04,11.5,2.378M,1.64M
Tu,8/31/04,10.93,920.4k,1.567M
Mo,8/30/04,10.95,1.293M,1.617M
,,,,
Fr,8/27/04,11.05,1.049M,1.618M
Th,8/26/04,11.07,1.18M,1.657M
We,8/25/04,11.28,1.193M,1.639M
Tu,8/24/04,11.2,1.287M,1.639M
Mo,8/23/04,11.38,1.086M,1.704M
,,,,
Fr,8/20/04,11.67,3.171M,1.721M
Th,8/19/04,11.23,3.441M,1.618M
We,8/18/04,11.14,2.141M,1.496M
Tu,8/17/04,10.72,1.38M,1.478M
Mo,8/16/04,10.7,1.18M,1.521M
,,,,
Fr,8/13/04,10.28,1.362M,1.654M
Th,8/12/04,10.31,1.548M,1.711M
We,8/11/04,10.73,1.28M,1.793M
Tu,8/10/04,10.94,1.66M,2.514M
Mo,8/9/04,10.53,1.312M,2.639M
,,,,
Fr,8/6/04,10.8,1.632M,2.889M
Th,8/5/04,11.09,913.6k,2.906M
We,8/4/04,11.08,1.194M,2.996M
Tu,8/3/04,10.99,2.263M,3.177M
Mo,8/2/04,11.43,1.336M,3.068M
,,,,
Fr,7/30/04,11.47,1.624M,3.041M
Th,7/29/04,11.58,1.621M,2.991M
We,7/28/04,11.41,1.866M,2.975M
Tu,7/27/04,11.65,2.018M,3.038M
Mo,7/26/04,11.54,3.176M,3.13M
,,,,
Fr,7/23/04,11.92,2.219M,3.082M
Th,7/22/04,11.93,2.784M,3.136M
We,7/21/04,11.91,12.096M,3.081M
Tu,7/20/04,14.3,3.528M,2.394M
Mo,7/19/04,13.85,5.065M,2.268M
,,,,
Fr,7/16/04,12.7,1.892M,1.973M
Th,7/15/04,12.65,2.254M,1.946M
We,7/14/04,12.5,3.91M,1.884M
Tu,7/13/04,13.32,628.7k,1.819M
Mo,7/12/04,13.51,926.1k,1.866M
,,,,
Fr,7/9/04,13.54,874.6k,1.953M
Th,7/8/04,13.37,1.382M,2.099M
We,7/7/04,13.78,2.824M,2.121M
Tu,7/6/04,13.67,3.386M,2.08M
,,,,
Fr,7/2/04,14.21,2.457M,2.054M
Th,7/1/04,14.25,3.03M,2.177M
We,6/30/04,14.43,1.955M,2.068M
Tu,6/29/04,14.01,1.792M,2.039M
Mo,6/28/04,13.81,1.648M,2.001M
,,,,
Fr,6/25/04,13.98,633.2k,2.03M
Th,6/24/04,14.03,1.491M,2.34M
We,6/23/04,14.31,1.319M,2.535M
Tu,6/22/04,13.94,2.939M,2.648M
Mo,6/21/04,14,1.327M,2.731M
,,,,
Fr,6/18/04,14.02,2.242M,2.926M
Th,6/17/04,13.95,3.064M,2.952M
We,6/16/04,13.85,1.713M,2.901M
Tu,6/15/04,13.9,2.199M,2.872M
Mo,6/14/04,13.61,3.004M,2.788M
,,,,
Th,6/10/04,13.57,4.299M,2.72M
We,6/9/04,13.04,1.395M,2.627M
Tu,6/8/04,13.08,1.517M,2.642M
Mo,6/7/04,13.05,1.23M,2.653M
,,,,
Fr,6/4/04,12.81,2.071M,2.703M
Th,6/3/04,12.6,5.289M,2.691M
We,6/2/04,12.21,4.414M,2.413M
Tu,6/1/04,12.68,3.017M,2.315M
,,,,
Fr,5/28/04,12.3,4.191M,2.227M
Th,5/27/04,12.84,4.248M,2.128M
We,5/26/04,13.34,2.636M,2.125M
Tu,5/25/04,13.01,2.289M,2.073M
Mo,5/24/04,12.53,1.29M,2.044M
,,,,
Fr,5/21/04,12.2,930.4k,2.116M
Th,5/20/04,12.06,1.988M,2.22M
We,5/19/04,12.08,2.905M,2.343M
Tu,5/18/04,12.04,1.61M,2.381M
Mo,5/17/04,11.8,1.691M,2.459M
,,,,
Fr,5/14/04,12,1.977M,2.513M
Th,5/13/04,12.33,1.891M,2.824M
We,5/12/04,12.31,1.112M,3.455M
Tu,5/11/04,12.4,2.956M,3.915M
Mo,5/10/04,11.99,1.689M,4.051M
,,,,
Fr,5/7/04,12.04,2.712M,4.035M
Th,5/6/04,11.73,4.197M,3.931M
We,5/5/04,12.17,1.863M,3.774M
Tu,5/4/04,12.29,1.844M,3.742M
Mo,5/3/04,12.4,2.381M,3.876M
,,,,
Fr,4/30/04,12.51,2.485M,3.868M
Th,4/29/04,12.67,3.825M,3.949M
We,4/28/04,12.84,3.475M,5.597M
Tu,4/27/04,12.54,2.794M,5.568M
Mo,4/26/04,12.56,2.492M,5.793M
,,,,
Fr,4/23/04,12.73,6.65M,5.786M
Th,4/22/04,12.7,11.344M,5.398M
We,4/21/04,13.83,8.013M,4.778M
Tu,4/20/04,14.52,5.006M,4.31M
Mo,4/19/04,14.79,1.448M,4.067M
,,,,
Fr,4/16/04,14.93,1.144M,4.041M
Th,4/15/04,15.13,1.845M,4.204M
We,4/14/04,15.3,1.392M,4.299M
Tu,4/13/04,15.42,3.843M,4.423M
Mo,4/12/04,15.15,2.269M,4.293M
,,,,
Th,4/8/04,15.2,3.699M,4.352M
We,4/7/04,14.98,28.542M,4.224M
Tu,4/6/04,15.59,3.037M,2.444M
Mo,4/5/04,15.66,6.178M,2.389M
,,,,
Fr,4/2/04,16.11,2.383M,2.169M
Th,4/1/04,16.24,820k,2.18M
We,3/31/04,16.13,2.051M,2.355M
Tu,3/30/04,16.42,999.1k,2.42M
Mo,3/29/04,16.34,1.361M,2.569M
,,,,
Fr,3/26/04,16,1.05M,2.808M
Th,3/25/04,15.98,3.594M,2.913M
We,3/24/04,15.73,3.273M,2.889M
Tu,3/23/04,15.3,3.25M,3.05M
Mo,3/22/04,15.42,1.891M,3.169M
,,,,
Fr,3/19/04,15.94,3.157M,3.294M
Th,3/18/04,16.1,1.776M,3.263M
We,3/17/04,16.17,1.849M,3.44M
Tu,3/16/04,15.8,2.205M,3.559M
Mo,3/15/04,15.55,2.881M,3.614M
,,,,
Fr,3/12/04,15.8,2.546M,3.786M
Th,3/11/04,15.37,3.437M,3.828M
We,3/10/04,15.64,3.027M,3.892M
Tu,3/9/04,15.67,3.245M,3.863M
Mo,3/8/04,15.95,4.933M,3.863M
,,,,
Fr,3/5/04,16.4,2.626M,3.851M
Th,3/4/04,16.59,3.242M,3.808M
We,3/3/04,16.67,5.689M,3.8M
Tu,3/2/04,16.73,5.034M,3.61M
Mo,3/1/04,17.38,3.757M,3.514M
,,,,
Fr,2/27/04,17.3,2.705M,3.611M
Th,2/26/04,17.31,4.421M,3.734M
We,2/25/04,16.9,3.63M,3.894M
Tu,2/24/04,16.7,3.03M,3.822M
Mo,2/23/04,16.61,5.473M,3.798M
,,,,
Fr,2/20/04,17.5,3.176M,3.614M
Th,2/19/04,17.81,4.392M,3.741M
We,2/18/04,17.27,2.593M,3.762M
Tu,2/17/04,17.25,3.247M,4.047M
,,,,
Fr,2/13/04,17.55,4.755M,4.088M
Th,2/12/04,16.9,1.976M,4.345M
We,2/11/04,16.94,3.127M,4.894M
Tu,2/10/04,16.6,2.832M,7.404M
Mo,2/9/04,16.65,3.593M,7.689M
,,,,
Fr,2/6/04,17.32,5.221M,7.744M
Th,2/5/04,16.84,4.551M,7.871M
We,2/4/04,16.1,6.815M,7.807M
Tu,2/3/04,16.3,2.549M,7.514M
Mo,2/2/04,16.1,2.665M,7.504M
,,,,
Fr,1/30/04,16.3,2.715M,7.639M
Th,1/29/04,16.43,5.085M,7.742M
We,1/28/04,16.55,4.706M,7.756M
Tu,1/27/04,16.51,6.863M,7.824M
Mo,1/26/04,16.25,3.873M,7.559M
,,,,
Fr,1/23/04,16.08,8.612M,7.508M
Th,1/22/04,16.26,10.197M,7.084M
We,1/21/04,16.1,40.777M,6.597M
Tu,1/20/04,20.32,7.118M,3.994M
,,,,
Fr,1/16/04,19.92,4.419M,3.572M
Th,1/15/04,19.27,7.122M,3.374M
We,1/14/04,20,3.588M,3.067M
Tu,1/13/04,20.95,2.426M,2.974M
Mo,1/12/04,20.9,2.4M,3.222M
,,,,
Fr,1/9/04,20.43,4.679M,3.264M
Th,1/8/04,21.51,4.274M,3.203M
We,1/7/04,20.63,5.284M,3.288M
Tu,1/6/04,20.3,5.727M,3.469M
Mo,1/5/04,19.93,2.897M,3.327M
,,,,
Fr,1/2/04,19.31,3.1M,3.65M
We,12/31/03,18.9,2.259M,3.86M
Tu,12/30/03,18.85,2.885M,3.962M
Mo,12/29/03,18.98,1.731M,3.986M
,,,,
Fr,12/26/03,18.5,788.9k,4.304M
We,12/24/03,18.55,1.455M,4.581M
Tu,12/23/03,18.3,2.516M,5.125M
Mo,12/22/03,17.77,2.195M,5.077M
,,,,
Fr,12/19/03,17.63,6.139M,5.074M
Th,12/18/03,17.75,3.039M,4.74M
We,12/17/03,17.5,3.762M,4.884M
Tu,12/16/03,17.61,5.544M,4.893M
Mo,12/15/03,17.46,8.005M,4.874M
,,,,
Fr,12/12/03,18.75,3.587M,4.581M
Th,12/11/03,19.15,7.747M,4.647M
We,12/10/03,17.88,6.241M,4.371M
Tu,12/9/03,18.7,3.793M,4.31M
Mo,12/8/03,19.6,3.254M,4.352M
,,,,
Fr,12/5/03,19.6,6.493M,4.392M
Th,12/4/03,18.8,4.951M,4.343M
We,12/3/03,18.96,9.607M,4.527M
Tu,12/2/03,19.7,1.795M,4.515M
Mo,12/1/03,19.81,2.157M,4.918M
,,,,
Fr,11/28/03,19.75,1.133M,5.345M
We,11/26/03,19.76,5.188M,5.465M
Tu,11/25/03,19.32,3.894M,5.372M
Mo,11/24/03,19.64,5.258M,5.397M
,,,,
Fr,11/21/03,19,3.615M,5.347M
Th,11/20/03,19,4.58M,5.464M
We,11/19/03,19.44,3.608M,5.712M
Tu,11/18/03,19.58,5.329M,6.344M
Mo,11/17/03,20,4.425M,6.66M
,,,,
Fr,11/14/03,19.91,3.842M,7.048M
Th,11/13/03,21.26,5.758M,7.176M
We,11/12/03,20.95,7.715M,7.732M
Tu,11/11/03,19.48,9.425M,9.882M
Mo,11/10/03,20.26,7.845M,9.375M
,,,,
Fr,11/7/03,21.74,8.553M,8.947M
Th,11/6/03,23.39,2.934M,8.515M
We,11/5/03,22.7,3.803M,8.465M
Tu,11/4/03,22.48,4.263M,8.494M
Mo,11/3/03,23.15,4.504M,8.381M
,,,,
Fr,10/31/03,22.98,5.38M,8.214M
Th,10/30/03,23.4,8.296M,7.998M
We,10/29/03,24.8,13.083M,7.779M
Tu,10/28/03,22.9,10.077M,7.106M
Mo,10/27/03,21,10.237M,6.541M
,,,,
Fr,10/24/03,22.25,5.761M,5.92M
Th,10/23/03,22.2,14.099M,5.712M
We,10/22/03,22.28,39.975M,4.957M
Tu,10/21/03,29.5,1.819M,2.479M
Mo,10/20/03,29.3,1.418M,2.533M
,,,,
Fr,10/17/03,29.62,2.075M,2.643M
Th,10/16/03,30.35,2.185M,2.68M
We,10/15/03,30.5,4.248M,2.704M
Tu,10/14/03,30.6,2.555M,2.64M
Mo,10/13/03,29.95,2.01M,2.693M
,,,,
Fr,10/10/03,29.78,2.127M,2.741M
Th,10/9/03,29.27,5.021M,2.837M
We,10/8/03,28.64,2.986M,2.686M
Tu,10/7/03,29,1.608M,2.678M
Mo,10/6/03,28,920.7k,2.704M
,,,,
Fr,10/3/03,27.72,2.628M,2.723M
Th,10/2/03,27.92,2.785M,2.679M
We,10/1/03,28.1,2.795M,2.739M
Tu,9/30/03,27.2,2.637M,2.767M
Mo,9/29/03,27.16,3.069M,2.766M
,,,,
Fr,9/26/03,25.95,2.63M,2.769M
Th,9/25/03,25.9,2.546M,2.75M
We,9/24/03,26.48,3.289M,2.687M
Tu,9/23/03,27.34,3.345M,2.664M
Mo,9/22/03,26.49,2.724M,2.642M
,,,,
Fr,9/19/03,26.81,3.579M,2.602M
Th,9/18/03,26.28,2.748M,2.548M
We,9/17/03,25.51,2.869M,2.583M
Tu,9/16/03,24.95,1.997M,2.493M
Mo,9/15/03,23.29,1.202M,2.469M
,,,,
Fr,9/12/03,23.45,1.965M,2.655M
Th,9/11/03,23.73,3.694M,2.651M
We,9/10/03,24.78,3.211M,2.507M
Tu,9/9/03,25.16,2.623M,2.447M
Mo,9/8/03,25.25,3.119M,2.516M
,,,,
Fr,9/5/03,23.96,2.343M,2.435M
Th,9/4/03,24.6,1.594M,2.897M
We,9/3/03,24.4,2.944M,2.941M
Tu,9/2/03,24.55,3.024M,2.872M
,,,,
Fr,8/29/03,23.01,2.123M,2.919M
Th,8/28/03,23.76,2.76M,2.913M
We,8/27/03,23.72,3.277M,2.9M
Tu,8/26/03,22.01,1.523M,2.92M
Mo,8/25/03,21.8,1.634M,2.985M
,,,,
Fr,8/22/03,21.94,3.99M,3.089M
Th,8/21/03,22.07,1.904M,2.957M
We,8/20/03,21.78,1.531M,3.113M
Tu,8/19/03,21.99,2.323M,3.204M
Mo,8/18/03,21.45,3.659M,3.294M
,,,,
Fr,8/15/03,20.7,1.9M,3.501M
Th,8/14/03,20.7,9.274M,4.739M
We,8/13/03,21.7,2.249M,4.682M
Tu,8/12/03,22.3,1.908M,4.898M
Mo,8/11/03,22.17,3.733M,4.978M
,,,,
Fr,8/8/03,21.8,2.031M,4.949M
Th,8/7/03,21.47,2.567M,5.159M
We,8/6/03,21.64,3.585M,5.201M
Tu,8/5/03,21,2.491M,5.401M
Mo,8/4/03,21.05,3.196M,5.452M
,,,,
Fr,8/1/03,21.18,2.014M,5.391M
Th,7/31/03,21.8,4.231M,5.308M
We,7/30/03,20.86,2.898M,5.181M
Tu,7/29/03,20.5,3.676M,5.222M
Mo,7/28/03,20.48,6.769M,5.12M
,,,,
Fr,7/25/03,18.89,20.462M,4.821M
Th,7/24/03,18.93,8.418M,3.591M
We,7/23/03,19.5,5.494M,3.341M
Tu,7/22/03,19.92,3.103M,3.158M
Mo,7/21/03,19.75,3.295M,3.153M
,,,,
Fr,7/18/03,20.03,5.182M,3.108M
Th,7/17/03,21.02,3.202M,3.008M
We,7/16/03,21.56,6.582M,2.888M
Tu,7/15/03,20.65,3.263M,2.545M
Mo,7/14/03,21,2.268M,2.458M
,,,,
Fr,7/11/03,20.35,772.3k,2.432M
Th,7/10/03,19.8,2.334M,2.649M
We,7/9/03,20.23,3.512M,2.692M
Tu,7/8/03,20.44,2.139M,2.855M
Mo,7/7/03,20.35,2.287M,2.966M
,,,,
Th,7/3/03,19.5,2.01M,2.958M
We,7/2/03,19.62,4.67M,2.994M
Tu,7/1/03,18.19,2.752M,2.878M
Mo,6/30/03,17.65,3.031M,2.973M
,,,,
Fr,6/27/03,18.18,2.618M,3.053M
Th,6/26/03,18.38,3.683M,3.097M
We,6/25/03,17.24,1.392M,3.006M
Tu,6/24/03,16.85,1.435M,3.062M
Mo,6/23/03,16.97,1.968M,3.112M
,,,,
Fr,6/20/03,17.31,1.869M,3.094M
Th,6/19/03,17.34,4.03M,3.134M
We,6/18/03,17.62,2.987M,3.207M
Tu,6/17/03,17.25,5.95M,3.242M
Mo,6/16/03,17,3.809M,2.993M
,,,,
Fr,6/13/03,15.96,2.169M,2.825M
Th,6/12/03,15.6,2.55M,2.755M
We,6/11/03,15.25,2.93M,2.647M
Tu,6/10/03,15.02,4.168M,2.595M
Mo,6/9/03,15.35,4.233M,2.391M
,,,,
Fr,6/6/03,15.4,3.287M,2.208M
Th,6/5/03,15.97,2.317M,2.042M
We,6/4/03,14.97,2.222M,1.978M
Tu,6/3/03,14.86,2.192M,2.144M
Mo,6/2/03,15.54,1.695M,2.207M
,,,,
Fr,5/30/03,15.15,2.476M,2.171M
Th,5/29/03,15.15,5.122M,2.06M
We,5/28/03,14.84,3.516M,1.785M
Tu,5/27/03,13.95,2.212M,1.601M
,,,,
Fr,5/23/03,13.32,1.288M,1.598M
Th,5/22/03,13.43,1.117M,1.639M
We,5/21/03,13.28,930.6k,1.652M
Tu,5/20/03,13.1,2.153M,1.73M
Mo,5/19/03,13.35,1.102M,1.688M
,,,,
Fr,5/16/03,13.55,1.494M,1.723M
Th,5/15/03,13.4,797.3k,1.727M
We,5/14/03,13.65,1.354M,1.76M
Tu,5/13/03,13.93,4.719M,1.853M
Mo,5/12/03,13.36,3.123M,1.623M
,,,,
Fr,5/9/03,12.59,1.157M,1.539M
Th,5/8/03,12.72,815.3k,1.624M
We,5/7/03,12.7,990.3k,2.117M
Tu,5/6/03,12.5,758.6k,2.216M
Mo,5/5/03,12.54,2.176M,2.232M
,,,,
Fr,5/2/03,12.29,1.901M,2.187M
Th,5/1/03,12.25,1.312M,2.193M
We,4/30/03,12.09,2.098M,2.231M
Tu,4/29/03,12.04,1.518M,2.236M
Mo,4/28/03,11.48,1.636M,2.375M
,,,,
Fr,4/25/03,11.36,1.543M,2.569M
Th,4/24/03,11.5,1.305M,2.568M
We,4/23/03,11.75,2.738M,2.755M
Tu,4/22/03,12.35,1.27M,2.676M
Mo,4/21/03,12.26,1.867M,2.667M
,,,,
Th,4/17/03,12.25,2.438M,2.718M
We,4/16/03,11.9,8.202M,2.849M
Tu,4/15/03,11.45,2.484M,2.496M
Mo,4/14/03,11.05,991.3k,2.642M
,,,,
Fr,4/11/03,10.95,1.5M,2.705M
Th,4/10/03,10.83,1.989M,2.776M
We,4/9/03,10.72,1.889M,2.751M
Tu,4/8/03,10.52,2.169M,2.683M
Mo,4/7/03,10.31,3.6M,2.59M
,,,,
Fr,4/4/03,10.27,4.553M,2.417M
Th,4/3/03,10.72,1.517M,2.274M
We,4/2/03,10.74,4.118M,2.454M
Tu,4/1/03,10.57,1.558M,2.483M
Mo,3/31/03,10.32,1.128M,2.51M
,,,,
Fr,3/28/03,10.35,2.628M,2.557M
Th,3/27/03,10.88,4.411M,2.442M
We,3/26/03,10.1,2.909M,2.247M
Tu,3/25/03,10,4.662M,2.121M
Mo,3/24/03,9.55,1.946M,1.844M
,,,,
Fr,3/21/03,9.8,2.56M,1.753M
Th,3/20/03,9.44,1.61M,1.637M
We,3/19/03,9.34,874k,1.556M
Tu,3/18/03,9.54,782.5k,1.549M
Mo,3/17/03,9.35,994.4k,1.701M
,,,,
Fr,3/14/03,8.96,2.407M,1.705M
Th,3/13/03,9.05,4.224M,1.645M
We,3/12/03,9.03,4.556M,1.415M
Tu,3/11/03,9.55,1.96M,1.21M
Mo,3/10/03,9.76,1.837M,1.216M
,,,,
Fr,3/7/03,9.7,898.8k,1.153M
Th,3/6/03,9.58,1.481M,1.233M
We,3/5/03,9.29,1.018M,1.25M
Tu,3/4/03,9.27,517.6k,1.331M
Mo,3/3/03,9.3,575.8k,1.966M
,,,,
Fr,2/28/03,9.27,820.2k,1.999M
Th,2/27/03,9.45,387k,2.006M
We,2/26/03,9.52,782.3k,2.063M
Tu,2/25/03,9.68,3.049M,2.083M
Mo,2/24/03,9,1.056M,1.947M
,,,,
Fr,2/21/03,9.2,1.519M,1.97M
Th,2/20/03,9.01,760k,1.916M
We,2/19/03,8.99,1.494M,1.944M
Tu,2/18/03,8.74,2.049M,1.929M
,,,,
Fr,2/14/03,8.4,881k,1.869M
Th,2/13/03,8.06,2.111M,1.995M
We,2/12/03,8.34,1.726M,2.021M
Tu,2/11/03,8.93,2.239M,2.138M
Mo,2/10/03,8.7,10.046M,2.067M
,,,,
Fr,2/7/03,9,1.07M,1.53M
Th,2/6/03,9.05,923.5k,1.555M
We,2/5/03,9.05,1.234M,1.666M
Tu,2/4/03,9.05,1.088M,1.693M
Mo,2/3/03,9.17,1.002M,1.809M
,,,,
Fr,1/31/03,9.18,1.403M,2.246M
Th,1/30/03,9.4,720.7k,2.793M
We,1/29/03,9.73,1.174M,3.053M
Tu,1/28/03,9.4,1.267M,3.43M
Mo,1/27/03,9.35,1.151M,3.615M
,,,,
Fr,1/24/03,9.95,2.772M,3.652M
Th,1/23/03,10,2.499M,3.699M
We,1/22/03,9.52,3.489M,3.781M
Tu,1/21/03,10.24,1.166M,3.731M
,,,,
Fr,1/17/03,10.8,2M,3.763M
Th,1/16/03,11.01,1.443M,3.764M
We,1/15/03,10.77,2.588M,3.888M
Tu,1/14/03,10.25,1.629M,3.946M
Mo,1/13/03,10.23,2.835M,4.033M
,,,,
Fr,1/10/03,11.1,7.555M,4.274M
Th,1/9/03,12.6,9.604M,3.914M
We,1/8/03,12.2,4.623M,3.456M
Tu,1/7/03,12.25,6.824M,3.403M
Mo,1/6/03,11.43,4.041M,3.464M
,,,,
Fr,1/3/03,10.75,1.717M,3.808M
Th,1/2/03,10.5,3.473M,6.141M
Tu,12/31/02,10.73,3.731M,
Mo,12/30/02,10.47,2.743M,
,,,,
Fr,12/27/02,10.13,1.639M,
Th,12/26/02,10.03,2.019M,
Tu,12/24/02,10.24,3.303M,
Mo,12/23/02,10.4,3.456M,
,,,,
Fr,12/20/02,10.81,2.931M,
Th,12/19/02,10.76,6.451M,
We,12/18/02,11.2,2.153M,
Tu,12/17/02,11.5,2.731M,
Mo,12/16/02,11.61,3.836M,
,,,,
Fr,12/13/02,11.42,7.739M,
Th,12/12/02,11.18,9.196M,
We,12/11/02,11.5,36.72M,
Tu,12/10/02,12,,
