Date,dell_gtrends,hp_gtrends,ibm_gtrends,seagate_gtrends,westdig_gtrends,dell_Last Price,dell_Volume,hp_Last Price,hp_Volume,ibm_Last Price,ibm_Volume,seagate_Last Price,seagate_Volume,westdig_Last Price,westdig_Volume,dow_Last Price,dow_Volume,nasdaq_Last Price,nasdaq_Volume,sandp_Last Price,sandp_Volume
11/16/2016,0,36,62,54,0,50.65,,15.8,11586000,159.29,3039000,38.26,5217000,59.53,2985000,18868.14,71808000,5294.584,363120000,2176.94,432802000
11/15/2016,0,18,15,27,0,50.08,,15.87,10186000,158.67,3812000,38.51,5095000,59.71,4223000,18923.06,92426000,5275.622,379680000,2180.39,495555000
11/14/2016,0,18,0,27,81,48.99,,16.1,14860000,158.21,2489000,38,4459000,59.48,4254000,18868.69,64512000,5218.396,447605000,2164.2,577388000
11/11/2016,0,19,33,28,0,49.15,,15.82,10681000,161.27,3081000,37.25,14367000,58.89,5707000,18847.66,89689000,5237.114,420628000,2164.45,547067000
11/10/2016,0,18,62,27,0,49.26,,15.49,13848000,160.22,2824000,36.17,7350000,56.84,8604000,18807.88,83498000,5208.796,476740000,2167.48,625148000
11/9/2016,90,16,98,49,0,49.37,,15.57,15759000,154.81,3548000,34.76,6416000,57.48,7979000,18589.69,111576000,5251.072,428449000,2163.26,551067000
11/8/2016,0,17,60,26,0,49.68,,15.28,16141000,155.17,2340000,34.49,4133000,57.26,17659000,18332.74,85807000,5193.489,581074000,2139.56,796478000
11/7/2016,0,35,15,0,81,49.52,,15.05,17620000,155.72,2163000,34.65,4490000,57.67,5052000,18259.6,111391000,5166.173,429869000,2131.52,570797000
11/4/2016,0,0,49,28,0,48.62,,14.71,6971000,152.43,2805000,33,4319000,55.02,5082000,17888.28,76822000,5046.371,442298000,2085.18,552978000
11/3/2016,66,36,47,0,0,48.77,,14.54,10287000,152.37,2520000,33.08,4603000,55.14,2944000,17930.67,87718000,5058.408,404497000,2088.66,544409000
11/2/2016,67,36,16,55,0,49,,14.65,18662000,151.95,4049000,32.65,7437000,55.2,3323000,17959.64,86819000,5105.565,366942000,2097.94,535183000
11/1/2016,34,0,32,28,0,48.47,,14.35,17223000,152.79,4376000,33.71,3761000,57.24,3142000,18037.1,93457000,5153.577,390145000,2111.72,565301000
10/31/2016,68,0,16,0,0,49.09,,14.49,11299000,153.69,7120000,34.31,3352000,58.44,4176000,18142.42,86439000,5189.135,381174000,2126.15,506696000
10/28/2016,35,19,16,0,0,48.87,,14.09,10009000,152.61,4477000,34.15,6444000,59.21,2954000,18161.19,123709000,5190.104,345443000,2126.41,492298000
10/27/2016,0,54,16,27,83,48.33,,13.99,9378000,153.35,4638000,34.24,7787000,59.58,3136000,18169.68,87063000,5215.975,406155000,2133.04,653724000
10/26/2016,33,18,31,27,0,46.72,,13.91,9809000,151.81,2746000,34.84,10547000,56.52,3622000,18199.33,80919000,5250.268,356655000,2139.43,538126000
10/25/2016,32,0,46,40,0,46.99,,13.9,17163000,150.88,3844000,34.27,29492000,53.63,4005000,18169.27,90230000,5283.399,382002000,2143.16,522404000
10/24/2016,0,36,0,27,0,47.94,,13.97,9730000,150.57,2834000,34.52,5237000,53.52,8049000,18223.03,80887000,5309.827,429099000,2151.33,611009000
10/21/2016,0,19,65,0,0,47.24,,13.8,13625000,149.63,2138000,34.5,7494000,53.07,7267000,18145.71,81577000,5257.402,439814000,2141.16,603900000
10/20/2016,0,18,31,54,0,47.7,,14.1,12005000,151.52,2569000,34.98,6387000,53.86,7831000,18162.35,93004000,5241.833,359763000,2141.34,553886000
10/19/2016,0,0,47,40,0,47.71,,14.12,9278000,151.26,2465000,34.32,3785000,53.6,4269000,18202.62,103672000,5246.412,443145000,2144.29,656261000
10/18/2016,0,18,46,27,0,47.68,,14.21,10889000,150.72,2658000,35.34,4944000,53.99,5728000,18161.94,82179000,5243.836,412946000,2139.6,656770000
10/17/2016,0,35,46,27,0,47.39,,14.03,14464000,154.77,3967000,35.01,8335000,53.18,4766000,18086.4,133033000,5199.823,388438000,2126.5,560021000
10/14/2016,0,74,16,56,0,47.24,,14.48,15333000,154.45,3998000,35.16,6165000,54.84,7393000,18138.38,112209000,5214.161,475082000,2132.98,700683000
10/13/2016,0,0,63,82,0,47.13,,15.15,15069000,153.72,5167000,35.18,6675000,55.28,10216000,18098.94,138756000,5213.333,478955000,2132.55,727736000
10/12/2016,0,18,0,0,84,47.11,,15.35,19823000,154.29,9083000,35.23,6497000,56.43,10812000,18144.2,239013000,5239.019,631148000,2139.18,894063000
10/11/2016,0,54,16,41,0,47.14,,15.44,13354000,154.79,3969000,35.1,4715000,56.62,7481000,18128.66,98140000,5246.788,631148000,2136.73,894063000
10/10/2016,33,36,47,27,0,47.52,,15.59,18256000,157.02,2834000,37.97,3949000,59.26,7104000,18329.04,89460000,5328.674,404885000,2163.66,531486000
10/7/2016,69,19,49,42,0,48.07,,15.58,12433000,155.67,3572000,37.89,4354000,58.67,5793000,18240.49,99409000,5292.405,396743000,2153.74,541656000
10/6/2016,0,18,32,0,0,48.39,,15.6,14438000,156.88,4664000,37.81,7652000,58.05,4669000,18268.5,248725000,5306.852,419476000,2160.77,604927000
10/5/2016,100,18,31,0,0,48.47,,15.63,8610000,157.08,2449000,38.54,4273000,59.24,5010000,18281.03,91954000,5316.02,419476000,2159.73,604927000
10/4/2016,0,0,31,27,0,47.86,,15.36,9813000,156.46,2260000,38.24,4370000,58.69,3288000,18168.45,94147000,5289.657,398652000,2150.49,560645000
10/3/2016,33,18,31,0,0,47.93,,15.65,11584000,157.61,2866000,38.41,4012000,58.86,3503000,18253.85,93754000,5300.874,410309000,2161.2,583906000
9/30/2016,0,19,66,0,0,47.8,,15.53,10148000,158.85,3121000,38.55,5599000,58.47,4591000,18308.15,90549000,5312.002,425463000,2168.27,569051000
9/29/2016,34,18,16,27,0,47.57,,15.39,9412000,158.11,2022000,37.79,6315000,58.27,5877000,18143.45,69692000,5269.154,410351000,2151.13,560317000
9/28/2016,33,18,47,68,0,47.86,,15.49,9282000,158.29,2935000,38.21,7108000,58.01,5830000,18339.24,71262000,5318.547,374784000,2171.37,494302000
9/27/2016,0,0,16,18,0,47.79,,15.34,9551000,156.77,4465000,38.42,5741000,58.86,5097000,18228.3,78763000,5305.711,375452000,2159.93,504335000
9/26/2016,24,16,23,0,0,47.89,,15.02,8694000,153.98,2379000,37.2,4051000,57.01,6946000,18094.83,71886000,5257.491,402989000,2146.1,547234000
9/23/2016,0,16,12,19,0,48.01,,15.09,13659000,154.98,2643000,36.46,8292000,55.93,4942000,18261.45,75572000,5305.747,392095000,2164.69,577617000
9/22/2016,24,0,47,0,0,48.03,,15.12,15232000,156.11,2663000,36.4,6728000,56.07,7597000,18392.46,78539000,5339.523,396099000,2177.18,637598000
9/21/2016,0,16,11,0,0,48.42,,14.99,22010000,155.53,5837000,36.69,8222000,56.13,6584000,18293.7,147416000,5295.182,441135000,2163.12,574238000
9/20/2016,71,15,34,18,0,48.73,,14.54,18882000,154.45,2457000,35.53,4166000,54.42,7898000,18129.96,73220000,5241.352,721272000,2139.76,913200000
9/19/2016,48,15,23,18,0,48.76,,14.56,29851000,154.87,3063000,35.95,5244000,54.63,8027000,18120.17,68944000,5235.027,375063000,2139.12,520206000
9/16/2016,0,33,24,20,0,48.47,,14.53,8904000,153.84,2929000,36.4,4872000,54.94,8473000,18123.8,86496000,5244.566,425855000,2139.16,589979000
9/15/2016,25,16,12,38,83,48.89,,14.5,9392000,155.66,2104000,36.45,4304000,53.28,7163000,18212.48,87805000,5249.686,442518000,2147.26,566248000
9/14/2016,0,32,34,38,0,48.35,,14.27,10409000,154.05,3671000,36.07,7199000,51.99,4986000,18034.77,112012000,5173.771,416507000,2125.77,530527000
9/13/2016,24,32,23,19,0,48.5,,14.18,10829000,155.81,3686000,36.14,8916000,52.37,6077000,18066.75,95537000,5155.255,511950000,2127.02,725381000
9/12/2016,75,49,24,0,0,49.4,,14.49,7045000,158.29,2491000,36.55,7862000,52.31,5128000,18325.07,79282000,5211.888,411507000,2159.04,595418000
9/9/2016,51,67,0,20,87,49.08,,14.07,6108000,155.69,3069000,36.09,7249000,51.59,6786000,18085.45,88447000,5125.908,481003000,2127.81,694139000
9/8/2016,99,65,12,48,82,50.31,,14.63,7605000,159,2398000,36.31,6507000,53.47,6622000,18479.91,86657000,5259.482,432111000,2181.3,579641000
9/7/2016,100,16,12,29,0,48,,14.69,12099000,161.64,3249000,36.51,10122000,53.3,8815000,18526.14,88591000,5283.926,416541000,2186.16,575820000
9/6/2016,0,32,23,19,0,45.45,,14.63,14229000,160.35,3093000,34.47,5394000,47.55,7567000,18538.12,87401000,5275.908,456537000,2186.48,597080000
9/2/2016,0,17,12,0,0,42.98,,14.49,9548000,159.55,4302000,33.92,8927000,46.97,10761000,18491.96,85601000,5249.899,407162000,2179.98,526242000
9/1/2016,0,32,36,0,82,43.5,,14.5,8439000,159.54,4896000,33.71,8457000,46.32,4496000,18419.3,80032000,5227.206,400543000,2170.86,562123000
8/31/2016,25,16,23,38,0,44.68,,14.37,8975000,158.88,6501000,33.74,7902000,46.67,8372000,18400.88,81536000,5213.219,448368000,2170.95,595556000
8/30/2016,24,0,12,19,0,45.15,,14.38,8675000,159.4,2577000,33.92,11709000,47.1,7287000,18454.3,95022000,5222.989,459441000,2176.12,606989000
8/29/2016,0,16,12,37,0,46.3,,14.43,16317000,159.72,3584000,33.73,13706000,47.08,10122000,18502.99,97076000,5232.328,476869000,2180.38,634264000
8/26/2016,0,17,12,20,0,45.75,,14.39,13492000,158.32,4226000,33.33,24443000,46.93,8392000,18395.4,136685000,5218.917,440614000,2169.04,608905000
8/25/2016,25,16,12,19,0,45.4121,,14.37,8041000,158.63,3792000,32.05,7380000,46.44,19380000,18448.41,100946000,5212.204,610637000,2172.47,895629000
8/24/2016,0,83,12,20,0,45.6,,14.4,10531000,159.05,3111000,31.58,7210000,45.41,7237000,18481.48,109132000,5217.695,490099000,2175.44,700338000
8/23/2016,26,0,12,50,0,45,,14.57,15712000,160.26,2980000,32.12,7448000,46.5,6214000,18547.3,94276000,5260.078,454770000,2186.9,686671000
8/22/2016,0,0,0,40,0,43.65,,14.37,13957000,160,2849000,31.87,7858000,46.14,4073000,18529.42,83781000,5244.603,425820000,2182.64,608550000
8/19/2016,28,0,13,0,92,43.5,,14.42,11000000,160.04,6018000,32.33,8588000,46.6,4440000,18552.57,103414000,5238.378,495811000,2183.87,712586000
8/18/2016,27,0,13,21,0,42.75,,14.51,17072000,161.36,6754000,32.07,8669000,45.81,4495000,18597.7,100267000,5240.146,393216000,2187.02,661881000
8/17/2016,0,0,25,20,0,43,,14.5,18279000,160.44,13190000,31.78,8957000,44.73,6500000,18573.94,90064000,5228.658,419728000,2182.22,630234000
8/16/2016,27,17,12,20,0,,,14.41,15585000,160.7,6582000,32.46,10781000,45.78,5390000,18552.02,89410000,5227.111,429439000,2178.15,606758000
8/15/2016,0,36,39,21,0,,,14.52,12488000,161.88,3658000,32,19416000,45.84,4456000,18636.05,118194000,5262.015,382477000,2190.15,559824000
8/12/2016,0,0,26,21,0,,,14.28,16055000,161.95,3168000,31.55,7300000,44.31,14683000,18576.47,91728000,5232.895,380842000,2184.05,573460000
8/11/2016,0,17,0,31,0,,,14.3,28336000,163.53,3596000,31.75,4681000,43.89,4697000,18613.52,81018000,5228.399,444694000,2185.79,643525000
8/10/2016,0,34,37,20,0,,,14.19,15969000,162.08,3846000,31.38,7545000,43.17,4192000,18495.66,107112000,5204.584,394589000,2175.49,599364000
8/9/2016,0,17,12,59,86,,,14.25,8256000,161.77,3294000,32.49,2973000,45.28,5018000,18533.05,79994000,5225.48,373458000,2181.74,597863000
8/8/2016,0,17,37,30,0,,,14.26,14245000,162.04,3663000,32.61,3183000,45.35,4781000,18529.29,90131000,5213.141,384846000,2180.89,551728000
8/5/2016,81,35,39,42,90,,,14.28,15488000,163.5,3337000,32.13,3464000,45.42,6532000,18543.53,115230000,5221.121,417465000,2182.87,595345000
8/4/2016,25,17,24,0,0,,,14.15,11098000,161.55,3931000,31.26,2313000,44.3,6062000,18352.05,85237000,5166.248,441030000,2164.25,676197000
8/3/2016,0,17,0,19,85,,,14.31,11919000,160.67,3926000,30.73,4556000,44.78,3554000,18355,104925000,5159.737,400847000,2163.79,546680000
8/2/2016,0,16,0,57,0,,,14.06,13812000,160.58,6781000,30.65,2741000,45.05,4008000,18313.77,102601000,5137.732,455074000,2157.03,666015000
8/1/2016,0,0,0,19,0,,,14.18,10790000,161.45,3331000,32.43,3720000,46.07,5202000,18404.51,79335000,5184.196,468274000,2170.84,651557000
7/29/2016,0,17,50,20,88,,,14.01,10561000,160.62,3265000,32.03,3925000,47.51,4851000,18432.24,70463000,5162.131,472934000,2173.6,590708000
7/28/2016,0,33,36,39,0,,,13.94,12087000,161.37,5045000,32.6,8570000,53.7,4258000,18456.35,84103000,5154.982,347895000,2170.06,470923000
7/27/2016,0,16,48,0,0,,,13.99,11990000,161.83,4764000,32.05,4560000,53.44,5933000,18472.17,84239000,5139.81,395133000,2166.58,610856000
7/26/2016,0,0,35,19,0,,,14.18,10975000,162.12,4082000,32.45,4086000,53.74,6579000,18473.75,95462000,5110.047,409793000,2169.18,551170000
7/25/2016,25,49,12,19,0,,,14.16,14446000,162.65,3722000,31.44,2887000,52.07,6943000,18493.06,84410000,5097.628,382819000,2168.48,564582000
7/22/2016,0,17,24,20,0,,,14.11,18156000,162.07,5822000,31.58,4232000,52.4,11778000,18570.85,118004000,5100.162,387026000,2175.03,546117000
7/21/2016,51,17,48,39,0,,,14,11692000,160.45,4222000,31.22,4213000,51.65,4226000,18517.23,118733000,5073.904,442364000,2165.17,668462000
7/20/2016,25,16,24,0,0,,,14.16,11308000,161.36,3708000,30.5,3615000,51.87,4991000,18595.03,92834000,5089.933,410949000,2173.02,625199000
7/19/2016,51,100,36,19,0,,,14.05,13589000,159.58,4049000,29.99,6752000,51.2,5349000,18559.01,96351000,5036.373,406438000,2163.78,537918000
7/18/2016,0,0,60,19,0,,,13.94,12948000,159.86,4422000,30.15,3333000,52.12,4358000,18533.05,123436000,5055.783,386666000,2166.89,552449000
7/15/2016,0,34,37,20,0,,,13.85,12057000,159.78,4406000,28.9,4586000,51.66,4642000,18516.55,116696000,5029.588,454177000,2161.74,679497000
7/14/2016,24,31,23,46,0,,,13.8,13055000,160.28,5579000,29.19,5744000,51.75,4793000,18506.41,108389000,5034.058,420576000,2163.75,617763000
7/13/2016,0,33,24,78,0,,,13.81,12399000,158.02,5171000,29.83,5140000,52.01,6851000,18372.12,100297000,5005.727,484198000,2152.43,716140000
7/12/2016,25,16,12,87,0,,,13.72,15194000,157.04,3968000,29.35,5198000,51.84,6168000,18347.67,106927000,5022.82,504648000,2152.14,671946000
7/11/2016,0,48,12,0,0,,,13.16,18110000,155.33,5156000,24.09,4240000,49.48,5019000,18226.93,91124000,4988.639,527435000,2137.16,798711000
7/8/2016,0,51,0,20,0,,,13.08,17280000,154.46,3789000,24.01,6654000,49.35,5749000,18146.74,105066000,4956.757,460997000,2129.9,688729000
7/7/2016,0,0,61,30,0,,,12.85,17442000,152.6,4428000,23.73,3556000,47.66,6967000,17895.88,126225000,4876.807,519807000,2097.9,754116000
7/6/2016,0,67,24,20,0,,,12.6,22768000,152.37,4386000,23.52,3486000,45.46,5455000,17918.62,98492000,4859.161,582569000,2099.73,865264000
7/5/2016,50,0,24,39,0,,,12.36,35603000,151.68,4358000,23.16,3040000,44.72,3388000,17840.62,94130000,4822.901,452345000,2088.55,683477000
7/1/2016,0,33,0,0,0,,,12.73,13020000,152.35,3440000,24.03,4239000,46.47,5516000,17949.37,98176000,4862.567,462362000,2102.95,671767000
6/30/2016,24,32,35,38,82,,,12.55,10850000,151.78,4457000,24.36,4555000,47.26,8430000,17929.99,102246000,4842.672,402291000,2098.86,640290000
6/29/2016,24,0,23,28,80,,,12.18,13933000,148.46,5125000,23.95,4412000,45.6,4254000,17694.68,134355000,4779.246,445451000,2070.77,680678000
6/28/2016,24,62,11,37,0,,,11.79,18759000,145.7,9952000,22.53,5550000,44.11,3959000,17409.72,104972000,4691.867,505305000,2036.09,879011000
6/27/2016,0,30,56,0,0,,,11.55,11990000,143.5,4821000,20.87,5097000,42.18,4606000,17140.24,124095000,4594.443,485711000,2000.54,742292000
6/24/2016,25,16,47,29,0,,,12.26,9665000,146.59,4937000,23.16,4263000,47.84,4197000,17400.75,132566000,4707.979,568038000,2037.41,854330000
6/23/2016,0,32,0,38,81,,,12.95,14738000,155.35,7308000,24.48,5989000,50.81,3818000,18011.07,172079000,4910.041,513466000,2113.32,810027000
6/22/2016,24,15,11,18,0,,,12.61,12247000,152.92,6469000,23.87,5512000,48.35,4903000,17780.83,122869000,4833.319,697829000,2085.45,967844000
6/21/2016,0,15,34,18,0,,,13.33,20489000,154.05,5957000,23.86,5722000,48.87,4509000,17829.73,127746000,4843.763,568438000,2088.9,772848000
6/20/2016,47,16,11,36,0,,,13.07,15919000,153.61,7364000,23.43,4843000,47.61,6549000,17804.87,165893000,4837.214,590398000,2083.25,857852000
6/17/2016,0,0,47,0,0,,,13.12,11745000,151.99,5266000,23.22,11677000,46.59,5234000,17675.16,131502000,4800.338,649340000,2071.22,878324000
6/16/2016,47,15,34,18,0,,,12.98,15264000,151.06,6224000,22.69,9233000,46.42,6379000,17733.1,141878000,4844.915,565458000,2077.99,886268000
6/15/2016,0,31,22,0,0,,,13,21615000,150.68,3287000,22.715,6713000,46.26,4073000,17640.17,126231000,4834.932,620941000,2071.5,936652000
6/14/2016,0,15,44,18,0,,,13.05,21712000,151.06,3575000,22.76,7997000,46.4,3661000,17674.82,114464000,4843.551,540103000,2075.32,816299000
6/13/2016,23,30,22,18,0,,,13.03,47468000,151.28,8248000,22.68,12431000,46.28,6419000,17732.48,217981000,4848.44,490475000,2079.06,724322000
6/10/2016,0,16,24,19,0,,,13.5,9769000,152.37,5026000,23.14,4983000,46.85,6466000,17865.34,138431000,4894.548,557177000,2096.07,833137000
6/9/2016,0,16,11,37,0,,,13.84,9930000,153.42,4618000,24.14,5957000,48.17,6026000,17985.19,121246000,4958.616,523685000,2115.48,813038000
6/8/2016,0,47,11,18,0,,,13.87,14557000,154,5446000,24.25,6462000,49.26,7895000,18005.05,123268000,4974.642,471026000,2119.12,707141000
6/7/2016,24,0,0,37,0,,,13.69,17295000,153.33,9238000,24.65,8351000,49.74,5467000,17938.28,145877000,4961.753,496786000,2112.13,773700000
6/6/2016,47,31,22,18,0,,,13.67,25739000,152.73,8852000,23.89,10447000,48.02,5539000,17920.33,145166000,4968.713,536655000,2109.41,821294000
6/3/2016,0,16,35,0,0,,,13.44,27430000,152.89,9980000,23.64,5467000,47.77,6382000,17807.06,144398000,4942.517,731441000,2099.13,865664000
6/2/2016,0,47,11,28,0,,,13.54,24212000,153.5,9008000,23.75,8660000,48.38,4642000,17838.56,239270000,4971.363,587686000,2105.26,891806000
6/1/2016,0,31,0,18,0,,,13.44,29085000,152.51,5710000,23.01,5230000,47.63,7174000,17789.67,159336000,4952.251,752002000,2099.33,891806000
5/31/2016,0,15,22,0,0,,,13.38,29839000,153.74,4700000,22.56,4734000,46.54,6008000,17787.2,153555000,4948.055,605211000,2096.96,931479000
5/27/2016,0,0,0,19,0,,,13.17,17004000,152.84,4974000,21.66,7835000,44.99,5217000,17873.22,127811000,4933.505,508478000,2099.06,768301000
5/26/2016,25,32,35,0,0,,,13.04,17429000,152.44,4763000,21.55,9802000,44.38,5480000,17828.29,141871000,4901.766,541465000,2090.1,788335000
5/25/2016,0,46,45,18,0,,,12.2,25488000,151.69,7026000,21.48,5975000,44.15,3829000,17851.51,176387000,4894.891,560084000,2090.54,819685000
5/24/2016,24,61,45,53,0,,,11.91,16353000,148.31,4311000,20.88,4121000,42.28,3031000,17706.05,120277000,4861.056,606292000,2076.06,876560000
5/23/2016,23,30,22,0,0,,,11.67,13559000,146.77,3925000,20.8,3093000,40.46,2911000,17492.93,105776000,4765.782,512739000,2048.04,745563000
5/20/2016,0,49,12,0,82,,,11.66,10383000,147.25,3462000,20.41,2392000,39.56,3024000,17500.94,93717000,4769.558,585748000,2052.32,817659000
5/19/2016,0,15,45,0,0,,,11.44,8391000,144.93,2989000,20.52,2704000,38.37,1500000,17435.4,59764000,4712.533,382590000,2040.04,487697000
5/18/2016,23,15,44,18,0,,,11.57,9666000,147.34,3944000,20.24,3351000,38.46,1572000,17526.62,69860000,4739.119,274335000,2047.63,339059000
5/17/2016,23,75,22,18,0,,,11.53,8052000,148,3143000,19.635,2366000,36.75,1931000,17529.98,59770000,4715.733,305704000,2047.21,389240000
5/16/2016,0,0,22,18,78,,,11.64,4627000,149.46,1495000,19.16,1819000,35.57,2235000,17710.71,40349000,4775.459,305664000,2066.66,374236000
5/13/2016,0,0,23,19,0,,,11.5,19678000,147.72,4264000,19.09,2927000,35.44,2933000,17535.32,91576000,4717.676,365108000,2046.61,553948000
5/12/2016,24,31,34,18,0,,,11.56,18336000,148.84,5617000,18.79,2476000,36.36,4061000,17720.5,114923000,4737.334,359196000,2064.11,559953000
5/11/2016,23,45,44,18,0,,,11.69,38462000,148.95,10026000,18.72,6627000,36.74,2613000,17711.12,344599000,4760.688,399702000,2064.46,615866000
5/10/2016,0,15,0,18,0,,,11.61,25744000,149.97,4090000,19.25,4022000,38.37,4504000,17928.35,115813000,4809.88,399702000,2084.39,615866000
5/9/2016,48,0,22,27,0,,,11.43,18241000,147.34,4345000,18.86,3920000,36.96,3050000,17705.91,123795000,4750.209,437387000,2058.69,655535000
5/6/2016,0,33,35,38,0,,,11.59,19394000,147.29,5144000,19.07,5003000,37.27,3385000,17740.63,142547000,4736.155,462081000,2057.14,702380000
5/5/2016,24,32,11,19,0,,,11.45,20890000,146.47,5334000,20.01,5420000,38.13,4266000,17660.71,134528000,4717.094,510639000,2050.63,785087000
5/4/2016,0,0,23,27,0,,,11.59,15200000,144.25,4222000,20.15,4905000,39.6,5042000,17651.26,107317000,4725.64,486304000,2051.12,729384000
5/3/2016,24,0,33,45,0,,,11.71,23603000,144.13,4615000,19.44,3650000,39.36,2218000,17750.91,122037000,4763.224,401019000,2063.37,610606000
5/2/2016,0,31,45,46,0,,,12.12,20596000,145.27,3905000,20.48,3800000,40.85,3193000,17891.16,113723000,4817.594,477625000,2081.43,754895000
4/29/2016,24,16,35,95,0,,,12.27,21815000,145.94,4572000,21.77,4358000,40.865,2201000,17773.64,137655000,4775.358,445638000,2065.3,648025000
4/28/2016,24,31,11,18,0,,,12.57,47350000,147.07,5910000,26.9,4558000,46.06,3230000,17830.76,127001000,4805.291,452515000,2075.81,751362000
4/27/2016,23,15,0,18,0,,,12.76,52273000,150.47,3725000,27.34,5145000,46.08,5065000,18041.55,102878000,4863.141,499251000,2095.15,761989000
4/26/2016,23,0,33,18,0,,,12.73,17802000,149.08,4195000,27,4036000,44.54,4241000,17990.32,103917000,4888.283,496450000,2091.7,661110000
4/25/2016,0,15,22,53,0,,,12.57,28852000,148.81,4546000,26.29,6184000,43.34,2739000,17977.24,155591000,4895.786,471626000,2087.79,599104000
4/22/2016,0,16,46,19,0,,,12.61,71909000,148.5,3238000,25.32,2395000,43.66,756283,18003.75,82551000,4906.228,192639000,2091.58,243529000
4/21/2016,0,47,57,18,0,,,12.59,28906000,149.3,3408000,25.43,3089000,43.35,1774000,17982.52,127185000,4945.93,353313000,2091.48,449950000
4/20/2016,0,62,22,18,0,,,12.8,14518000,146.11,5138000,25.67,4500000,43.28,2518000,18096.27,134684000,4948.15,426970000,2102.4,615627000
4/19/2016,0,15,100,27,78,,,12.78,20111000,144,5176000,25.33,3103000,41.32,2437000,18053.6,153159000,4940.33,396063000,2100.8,580603000
4/18/2016,0,30,78,54,0,,,12.67,15355000,152.53,4754000,25.78,3393000,41.03,3116000,18004.16,114648000,4960.017,439467000,2094.34,701090000
4/15/2016,25,48,12,66,0,,,12.52,14773000,151.72,2815000,25.59,3164000,40.49,3806000,17897.46,167196000,4938.216,460839000,2080.73,618007000
4/14/2016,24,15,33,100,0,,,12.55,12705000,151.16,4191000,27.11,4095000,41.82,3679000,17926.43,137602000,4945.886,426436000,2082.78,684884000
4/13/2016,0,15,11,0,0,,,12.64,17494000,151.23,4614000,33.93,7421000,44.8,3544000,17908.28,134706000,4947.42,424692000,2082.42,615214000
4/12/2016,0,30,22,18,0,,,12.22,20432000,149.63,4701000,35.04,8055000,43.97,3634000,17721.25,113847000,4872.091,453017000,2061.72,661114000
4/11/2016,0,15,33,18,77,,,12.13,9758000,149.25,3165000,34.98,6379000,44.23,4439000,17556.41,95235000,4833.399,405512000,2041.99,583695000
4/8/2016,25,0,47,0,82,,,12.06,19632000,149.35,8076000,33.23,2892000,43.1,6258000,17576.96,121239000,4850.689,443468000,2047.6,573263000
4/7/2016,24,31,56,18,0,,,11.99,21713000,148.25,4745000,33.11,2810000,43.25,3278000,17541.96,107472000,4848.366,448779000,2041.91,675292000
4/6/2016,23,30,44,0,0,,,12.28,16652000,150.02,5097000,33.72,2827000,44.72,2851000,17716.05,98917000,4920.715,489439000,2066.66,673628000
4/5/2016,0,0,22,0,0,,,11.95,34908000,150,3517000,32.86,4587000,44.13,3844000,17603.32,99922000,4843.933,470516000,2045.17,602368000
4/4/2016,0,15,22,18,78,,,12.1,39579000,152.07,4349000,33.55,5302000,46.27,4622000,17737,92325000,4891.795,483429000,2066.13,630790000
4/1/2016,0,0,35,19,0,,,12.26,26399000,152.52,3984000,33.69,6977000,46.6,3486000,17792.75,149376000,4914.542,440681000,2072.78,591492000
3/31/2016,24,15,33,18,0,,,12.32,9992000,151.45,3710000,34.45,6954000,47.24,4351000,17685.09,90328000,4869.848,525510000,2059.74,802945000
3/30/2016,0,31,11,36,0,,,12.3,8337000,148.41,8511000,34.17,4388000,46.14,4788000,17716.66,115657000,4869.294,437091000,2063.95,558105000
3/29/2016,23,0,44,0,0,,,12.28,15179000,149.33,15009000,33.8,2526000,48.32,4865000,17633.11,116743000,4846.623,507290000,2055.01,672605000
3/28/2016,0,0,58,38,0,,,12.07,10013000,148.4,3489000,33.54,5303000,48.08,4062000,17535.39,116720000,4766.787,477737000,2037.05,671604000
3/24/2016,7,37,68,100,53,,,12.07,7966000,147.95,5583000,33.23,8105000,48.12,6346000,17515.73,153221000,4773.505,532859000,2035.94,764447000
3/23/2016,0,27,11,0,0,,,12.02,8290000,145.4,7135000,34.8,6890000,48.72,7425000,17502.59,107139000,4768.861,522824000,2036.71,801515000
3/22/2016,7,26,32,31,0,,,12.26,8255000,148.1,16026000,37.04,9699000,51.34,15529000,17582.57,106691000,4821.659,458113000,2049.8,634938000
3/21/2016,20,0,53,32,0,,,12.21,12492000,148.63,7955000,36.54,6880000,49.29,8054000,17623.87,118445000,4808.872,404948000,2051.6,579183000
3/18/2016,7,9,68,66,0,,,12.18,11824000,147.09,3476000,36.57,21467000,49.02,4117000,17602.3,122977000,4795.647,507903000,2049.58,720991000
3/17/2016,27,26,32,63,0,,,11.72,8607000,147.04,3353000,34.93,4271000,46,7054000,17481.49,120125000,4774.985,463779000,2040.59,686491000
3/16/2016,13,26,32,0,0,,,11.62,8800000,144.79,3916000,34.49,2808000,46.13,2630000,17325.76,99668000,4763.97,448000000,2027.22,640034000
3/15/2016,7,26,0,0,75,,,11.4,8505000,142.96,3228000,34.62,2098000,45.61,1367000,17251.53,72509000,4728.668,370527000,2015.93,579995000
3/14/2016,7,9,32,62,0,,,11.47,23811000,142.78,3531000,35.36,5099000,48.19,2158000,17229.13,103745000,4750.28,329725000,2019.64,473699000
3/11/2016,14,18,22,33,52,,,11.7,17175000,142.36,2990000,36.17,3561000,49.88,1955000,17213.31,115716000,4748.466,454005000,2022.19,614974000
