Date,dell_gtrends,hp_gtrends,ibm_gtrends,seagate_gtrends,westdig_gtrends,dell_Last Price,dell_Volume,hp_Last Price,hp_Volume,ibm_Last Price,ibm_Volume,seagate_Last Price,seagate_Volume,westdig_Last Price,westdig_Volume,dow_Last Price,dow_Volume,nasdaq_Last Price,nasdaq_Volume,sandp_Last Price,sandp_Volume
3/10/2016,7,17,43,31,0,,,11.42,21066000,140.19,3018000,34.95,4135000,47.89,3381000,16995.13,120049000,4662.156,534006000,1989.57,743748000
3/9/2016,7,9,42,93,0,,,11.36,15892000,140.41,5132000,34.21,4959000,47.44,2576000,17000.36,127662000,4674.378,483515000,1989.26,687948000
3/8/2016,20,34,31,61,49,,,11.05,15576000,139.07,3054000,34.24,4368000,46.44,2888000,16964.1,136903000,4648.825,500805000,1979.26,733824000
3/7/2016,13,44,21,31,49,,,11.31,12501000,140.15,3881000,35.48,6316000,50.07,2407000,17073.95,111438000,4708.254,536554000,2001.76,785596000
3/4/2016,7,27,11,0,0,,,11.18,17002000,137.8,4764000,34.53,5109000,48.86,11692000,17006.77,121191000,4717.021,641771000,1999.99,862550000
3/3/2016,7,9,32,0,0,,,11.11,15064000,137.8,4317000,34.75,4796000,48.66,3508000,16943.9,139945000,4707.422,583017000,1993.4,768309000
3/2/2016,7,17,42,0,0,,,10.9,12694000,136.3,3474000,33.93,3803000,47.35,2723000,16899.32,130811000,4703.422,596072000,1986.45,811109000
3/1/2016,7,17,83,31,49,,,10.93,13868000,134.37,3280000,33.23,3904000,46.1,2474000,16865.08,122236000,4689.595,514049000,1978.35,700779000
2/29/2016,6,25,41,0,0,,,10.69,11151000,131.03,2674000,31.36,3589000,43.53,3099000,16516.5,86040000,4557.95,494858000,1932.23,725976000
2/26/2016,0,0,56,0,52,,,10.64,16010000,132.03,3825000,31.69,3183000,43.89,4133000,16639.97,90737000,4590.473,492979000,1948.05,704629000
2/25/2016,0,43,21,63,100,,,10.34,29480000,134.5,7976000,30.92,10100000,43.99,2234000,16697.29,341708000,4582.205,469620000,1951.7,585108000
2/24/2016,7,9,63,0,49,,,10.82,17070000,132.8,4003000,31.08,3745000,43.92,6579000,16484.99,129633000,4542.606,469620000,1929.8,585108000
2/23/2016,7,34,21,31,0,,,10.31,32261000,132.4,2799000,30.74,2668000,42.77,1869000,16431.78,99632000,4503.583,460969000,1921.27,717578000
2/22/2016,7,9,21,31,0,,,10.68,15982000,133.77,2717000,32.23,3273000,46.1,2090000,16620.66,93089000,4570.607,399641000,1945.5,606996000
2/19/2016,0,9,43,0,0,,,10.32,11460000,133.08,3115000,31.34,4339000,44.12,1797000,16391.99,104663000,4504.429,378618000,1917.78,564066000
2/18/2016,7,26,54,31,50,,,10.52,10331000,132.45,3462000,33.11,4474000,44.41,2129000,16413.43,122722000,4487.537,409923000,1917.83,599818000
2/17/2016,13,18,11,63,0,,,10.08,11704000,126.1,3408000,31.97,4068000,43.29,2262000,16453.83,118825000,4534.064,456769000,1926.82,678267000
2/16/2016,10,9,21,0,49,,,9.81,10281000,122.74,3933000,31.33,3285000,42.78,1932000,16196.41,123916000,4435.956,500850000,1895.58,703962000
2/12/2016,7,18,45,0,0,,,9.42,10893000,121.04,3604000,29.88,4644000,41.08,1672000,15973.84,109754000,4337.512,391876000,1864.78,675812000
2/11/2016,7,26,21,0,0,,,9.02,11307000,117.85,4252000,29.03,7750000,40.1,2032000,15660.18,133592000,4266.837,447291000,1829.08,642895000
2/10/2016,0,9,43,0,0,,,9.28,17967000,120.19,5272000,30.19,5925000,40.23,2521000,15914.74,171448000,4283.592,490419000,1851.86,745239000
2/9/2016,14,18,33,0,0,,,9.19,14841000,124.07,4093000,29.41,3734000,40.18,3070000,16014.38,141456000,4268.763,602216000,1852.21,884847000
2/8/2016,10,9,33,0,0,,,9.37,14890000,126.98,4076000,30.36,3680000,41.91,1911000,16027.05,131820000,4283.753,511436000,1853.44,775157000
2/5/2016,21,37,23,33,0,,,9.91,22835000,128.57,6222000,31.59,4102000,45.86,2615000,16204.97,208470000,4363.144,607880000,1880.05,937936000
2/4/2016,0,18,11,32,0,,,9.86,23577000,127.65,7073000,32.19,6053000,49.14,3900000,16416.58,213373000,4509.559,657046000,1915.45,937936000
2/3/2016,7,9,21,0,0,,,9.65,35289000,124.72,10190000,30.52,7211000,48.04,2841000,16336.66,294011000,4504.238,674826000,1912.53,937936000
2/2/2016,0,9,32,0,0,,,9.88,37383000,122.94,7362000,28.61,7833000,46.89,3932000,16153.54,225288000,4516.946,950417000,1903.03,937936000
2/1/2016,0,9,31,94,49,,,9.97,16614000,124.83,4012000,30.41,6015000,49.19,3746000,16449.18,128562000,4620.367,735965000,1939.38,937936000
1/29/2016,7,27,22,33,52,,,9.71,10757000,124.79,2018000,29.05,4400000,47.98,2469000,16466.3,79909000,4613.953,409893000,1940.24,578300000
1/28/2016,7,18,54,0,0,,,9.48,8225000,122.22,2250000,26.755,3767000,45.69,1695000,16069.64,73389000,4506.676,360058000,1893.36,453744000
1/27/2016,7,9,21,0,0,,,9.62,7596000,120.96,3226000,26.97,3813000,43.67,1619000,15944.46,82149000,4468.167,370561000,1882.95,432683000
1/26/2016,0,9,43,0,0,,,9.64,8520000,122.59,2533000,27.74,3724000,45.34,1230000,16167.23,88574000,4567.673,355550000,1903.63,458014000
1/25/2016,7,9,11,32,0,,,9.49,13300000,122.08,3625000,26.4,4264000,42.47,1855000,15885.22,120665000,4518.491,401522000,1877.08,524654000
1/22/2016,7,37,56,0,53,,,9.8,9891000,122.5,4613000,27.93,2977000,44.75,2504000,16093.51,92493000,4591.18,466860000,1906.9,572684000
1/21/2016,14,9,44,0,0,,,9.94,10378000,122.91,3795000,27.56,5325000,43.94,1631000,15882.68,81819000,4472.056,447371000,1868.99,545988000
1/20/2016,7,18,87,0,51,,,9.55,10627000,121.86,3005000,29.22,3896000,45.79,1744000,15766.74,96192000,4471.686,477030000,1859.33,538228000
1/19/2016,0,35,53,0,0,,,9.76,10368000,128.11,3473000,29.83,5240000,46.45,2005000,16016.02,102477000,4476.95,525262000,1881.33,621614000
1/15/2016,0,18,11,0,0,,,10.11,11539000,130.03,4616000,30.89,4791000,47.24,2759000,15988.08,87969000,4488.417,429902000,1880.33,552837000
1/14/2016,7,0,43,32,0,,,10.62,11926000,132.91,3580000,32.11,8155000,49.25,2397000,16379.05,106135000,4615.003,422901000,1921.84,554009000
1/13/2016,0,0,64,64,51,,,10.58,7058000,131.17,1995000,31.07,7974000,49.99,3931000,16151.41,76807000,4526.064,531896000,1890.28,651341000
1/12/2016,7,9,42,0,0,,,10.82,8571000,132.9,3378000,31.57,4949000,52.36,7635000,16516.22,93188000,4685.919,441817000,1938.68,513199000
1/11/2016,0,0,53,0,50,,,10.65,8033000,133.23,2721000,31.35,4487000,52.8,4279000,16398.57,103472000,4637.989,455001000,1923.67,579764000
1/8/2016,0,9,34,0,0,,,10.58,23314000,131.63,3778000,32.54,5299000,55.39,1956000,16346.45,103494000,4643.631,464699000,1922.03,667213000
1/7/2016,0,0,22,32,0,,,10.77,15227000,132.86,5034000,34.54,8724000,57.83,1686000,16514.1,90130000,4689.426,487933000,1943.09,629186000
1/6/2016,14,18,55,0,0,,,11.29,12213000,135.17,7182000,34.75,7764000,58.8,3645000,16906.51,112431000,4835.765,450612000,1990.26,593052000
1/5/2016,7,0,55,0,0,,,11.71,17045000,135.85,13752000,36.33,3694000,60.14,2400000,17158.66,104801000,4891.43,460384000,2016.71,619434000
1/4/2016,7,0,11,0,0,,,11.6,11964000,135.95,7378000,36.27,5943000,60.4,1696000,17148.94,75124000,4903.089,413678000,2012.66,566156000
12/31/2015,8,10,12,0,0,,,11.84,10712000,137.62,3530000,36.66,4874000,60.05,2243000,17425.03,85128000,5007.412,456445000,2043.94,636935000
12/30/2015,0,9,23,0,0,,,11.84,11886000,139.34,1998000,37.18,5313000,61.09,2699000,17603.87,81890000,5065.846,393683000,2063.36,538690000
12/29/2015,0,9,44,0,52,,,11.86,8703000,139.78,3025000,37.15,6537000,61.06,3341000,17720.98,76758000,5107.938,394876000,2078.36,547401000
12/28/2015,0,9,11,32,0,,,11.63,6729000,137.61,4229000,36.74,8885000,60.3,3203000,17528.27,86415000,5040.985,396983000,2056.5,508384000
12/24/2015,0,0,13,0,0,,,11.73,13030000,138.25,4200000,36.65,2672000,61.22,1961000,17552.17,100613000,5048.492,380552000,2060.99,495269000
12/23/2015,7,10,0,34,0,,,11.75,15466000,138.54,2776000,36.62,4723000,60.32,2107000,17602.61,69884000,5045.932,439796000,2064.29,566892000
12/22/2015,7,9,54,0,0,,,11.66,18131000,137.93,3550000,35.45,6127000,59.69,2330000,17417.27,105863000,5001.11,469160000,2038.97,388666000
12/21/2015,0,0,55,0,0,,,11.43,11581000,135.5,3080000,34.7,4604000,59.06,3355000,17251.62,90159000,4968.922,512957000,2021.15,639140000
12/18/2015,7,19,45,33,53,,,11.51,18351000,134.9,3215000,34.1,5136000,58.86,3302000,17128.55,87015000,4923.082,364971000,2005.55,489734000
12/17/2015,10,9,22,0,0,,,11.9,19352000,136.75,3597000,33.92,7950000,59.4,3701000,17495.84,126477000,5002.553,435621000,2041.89,536482000
12/16/2015,7,17,64,32,49,,,12.26,16508000,139.29,3315000,34.78,6360000,60.96,4308000,17749.09,116387000,5071.132,548481000,2073.07,726352000
12/15/2015,13,17,42,0,0,,,12.21,20336000,137.79,8946000,34.25,6309000,60.88,3375000,17524.91,158163000,4995.357,503164000,2043.41,596337000
12/14/2015,0,25,50,0,47,,,12.16,9562000,135.93,2409000,33.67,5464000,59.375,2916000,17368.5,79021000,4952.229,503164000,2021.94,939094000
12/11/2015,7,9,22,32,0,,,12.21,11898000,134.57,3702000,35.98,5030000,62.08,1932000,17265.21,75989000,4933.465,406722000,2012.37,542556000
12/10/2015,0,0,10,30,0,,,12.36,11389000,136.78,2336000,36.22,1854000,63.35,2945000,17574.75,77786000,5045.172,371874000,2052.23,458724000
12/9/2015,6,17,51,0,0,,,12.11,14965000,136.61,7074000,35.72,4805000,62.95,1113000,17492.3,258328000,5022.865,400073000,2047.62,472835000
12/8/2015,0,8,31,0,48,,,12.19,15268000,138.05,3331000,35.43,2252000,64,2591000,17568,94470000,5098.243,400073000,2063.59,472835000
12/7/2015,0,33,10,0,0,,,12.15,10996000,139.55,2863000,35.1,2008000,63.37,1864000,17730.51,92427000,5101.812,445064000,2077.07,552029000
12/4/2015,13,17,53,31,50,,,12.32,12204000,140.43,4246000,34.45,3214000,64.58,1412000,17847.63,91933000,5142.271,388526000,2091.69,423381000
12/3/2015,6,0,31,30,0,,,12.15,5225000,138.92,3065000,33.77,2265000,63.62,1297000,17477.67,83820000,5037.527,439732000,2049.62,512029000
12/2/2015,6,16,40,0,0,,,11.95,8897000,139.7,3464000,34.54,2896000,62.4,1508000,17729.68,89507000,5123.222,358818000,2079.51,456748000
12/1/2015,0,16,30,0,0,,,12.74,6656000,141.28,4681000,36.51,3035000,63.93,1295000,17888.35,96998000,5156.307,428463000,2102.63,548637000
11/30/2015,12,16,20,0,0,,,12.54,8203000,139.42,3396000,35.94,4192000,62.41,1826000,17719.92,90561000,5108.666,437471000,2080.41,513278000
11/27/2015,7,17,11,0,0,,,12.61,12133000,138.46,3101000,34.62,2501000,61.73,1756000,17798.49,89179000,5127.524,398839000,2090.11,494054000
11/25/2015,6,33,20,0,0,,,12.64,12886000,138,3079000,34.57,3308000,61.63,1052000,17813.39,93491000,5116.143,436845000,2088.87,567359000
11/24/2015,6,25,10,30,0,,,14.64,10563000,138.6,2131000,34.27,1805000,61.83,1847000,17812.19,73137000,5102.808,418867000,2089.14,529532000
11/23/2015,6,8,20,30,0,,,14.23,9851000,138.46,2572000,34.7,2611000,61.32,1424000,17792.68,77574000,5102.478,423985000,2086.59,474053000
11/20/2015,0,0,32,0,50,,,14.06,12397000,138.5,4092000,34.41,2711000,61.71,1432000,17823.81,139894000,5104.918,457120000,2089.17,496322000
11/19/2015,6,8,31,30,0,,,13.79,6860000,136.74,1731000,34.28,3728000,62.01,2976000,17732.75,67526000,5073.639,556021000,2081.24,768062000
11/18/2015,6,8,21,30,48,,,13.64,13849000,135.82,2764000,34.38,2282000,64.24,3934000,17737.16,96420000,5075.203,409836000,2083.58,441847000
11/17/2015,13,8,41,30,48,,,13.28,17038000,133.82,3854000,33.88,2748000,62.46,1345000,17489.5,109471000,4986.015,437281000,2050.44,521363000
11/16/2015,0,58,20,0,49,,,13.35,28605000,133.71,2850000,34.295,1745000,61.65,1978000,17483.01,78915000,4984.617,455416000,2053.19,565731000
11/13/2015,7,17,53,32,51,,,13.11,12001000,131.75,2301000,33.07,3154000,60.23,978381,17245.24,80236000,4927.883,408721000,2023.04,490182000
11/12/2015,13,17,32,0,49,,,13.31,7675000,133.04,2523000,34.08,6522000,62.4,1381000,17448.07,87211000,5005.079,453704000,2045.97,519597000
11/11/2015,0,0,31,0,0,,,13.92,8766000,135.02,1971000,36.12,1789000,62.6,2701000,17702.22,79110000,5067.02,449386000,2075,526865000
11/10/2015,6,42,20,0,48,,,14.12,9726000,135.47,2917000,36.54,2300000,63.58,1103000,17758.21,108250000,5083.244,401612000,2081.72,452532000
11/9/2015,6,25,20,0,0,,,13.87,6112000,135.31,2439000,38.28,1518000,66.61,2179000,17730.48,91616000,5095.302,440596000,2078.58,615096000
11/6/2015,10,35,0,0,0,,,14.01,9029000,138.25,2962000,38.81,1586000,67.89,1407000,17910.33,89303000,5147.121,396333000,2099.2,482085000
11/5/2015,10,25,52,30,0,,,14.05,9970000,139.89,2661000,38.87,1761000,67.85,1537000,17863.43,86092000,5127.738,417151000,2099.93,479505000
11/4/2015,6,92,41,0,48,,,14.14,7557000,141.63,3093000,38.81,2414000,68.55,1184000,17867.58,94984000,5142.479,422066000,2102.31,475660000
11/3/2015,6,57,30,0,47,,,14.29,7755000,141.88,2473000,40.37,2291000,68.53,1165000,17918.15,80944000,5145.126,464686000,2109.79,536169000
11/2/2015,0,100,51,0,0,,,13.83,8461000,140.37,3613000,38.88,3500000,67.84,1539000,17828.76,100452000,5127.145,495872000,2104.05,545156000
10/30/2015,7,9,22,0,0,,,12.24,5093000,140.08,4028000,38.06,2075000,66.82,2162000,17663.54,86038000,5053.749,497704000,2079.36,546268000
10/29/2015,0,17,31,31,0,,,12.4261,11589000,140.55,3312000,38.06,3432000,67.82,1954000,17755.8,91789000,5074.274,429234000,2089.41,468421000
10/28/2015,10,8,10,0,0,,,12.7031,10519000,140.83,5063000,39.34,3903000,67.52,2464000,17779.52,129303000,5095.69,471889000,2090.35,517351000
10/27/2015,6,33,51,0,47,,,12.4625,8642000,137.86,4518000,39.2,3997000,67.17,3637000,17581.43,102213000,5030.145,604984000,2065.89,696790000
10/26/2015,9,8,10,0,0,,,12.7439,8936000,143.66,5817000,39.55,3686000,67.16,4590000,17623.05,124996000,5034.704,457165000,2071.18,560515000
10/23/2015,7,26,43,31,0,,,13.1798,7621000,144.68,3888000,41.15,2456000,69.34,1476000,17646.7,119196000,5031.864,517895000,2075.15,601573000
10/22/2015,20,17,21,0,0,,,13.0617,8613000,144.09,8236000,39.24,2750000,69.96,962173,17489.16,100615000,4920.05,482827000,2052.51,563442000
10/21/2015,13,42,41,30,47,,,12.8166,9069000,140.92,4025000,37.13,2271000,71.44,1178000,17168.61,91368000,4840.117,450404000,2018.94,579434000
10/20/2015,6,25,100,30,48,,,12.9664,9364000,140.64,9684000,38.52,3510000,74.86,1274000,17217.11,95237000,4880.972,426939000,2030.77,532741000
10/19/2015,10,8,41,30,0,,,13.1571,10698000,149.22,9609000,38.75,4911000,80.48,1931000,17230.54,103185000,4905.471,399272000,2033.66,499611000
10/16/2015,24,17,43,31,0,,,13.1026,7560000,150.39,3137000,39.56,4462000,79.52,2987000,17215.97,89572000,4886.688,518993000,2033.11,671369000
10/15/2015,10,34,31,30,0,,,13.0617,11202000,150.09,3499000,41.44,3737000,81.12,2435000,17141.75,113666000,4870.1,398479000,2023.86,504965000
10/14/2015,29,0,10,0,48,,,13.3569,11325000,150.01,2719000,47.8,2711000,83.19,2539000,16924.75,83205000,4782.848,440401000,1994.24,573307000
10/13/2015,54,0,31,0,0,,,13.2706,19703000,149.62,3869000,48.62,1939000,84.37,1660000,17081.89,120103000,4796.609,375682000,2003.69,459196000
10/12/2015,100,9,42,0,0,,,13.3024,15520000,151.14,2516000,49.02,3726000,85.01,1771000,17131.86,116438000,4838.643,378197000,2017.46,495737000
10/9/2015,17,26,22,0,0,,,13.3024,11665000,152.39,2524000,49.03,4026000,86,2041000,17084.49,76830000,4830.47,400573000,2014.89,483774000
10/8/2015,23,17,52,0,49,,,13.2479,8445000,152.28,3148000,48.33,3339000,85.27,2046000,17050.75,72194000,4810.788,424414000,2013.43,500216000
10/7/2015,6,34,21,0,0,,,12.7167,9231000,150.09,3466000,47.29,2445000,84.49,2019000,16912.29,100886000,4791.152,385758000,1995.83,444401000
10/6/2015,6,17,10,0,0,,,12.7122,8528000,148.78,4672000,46.2,3696000,83.02,1715000,16790.19,87386000,4748.36,477120000,1979.92,610288000
10/5/2015,13,42,21,0,48,,,12.3399,15528000,149.04,3701000,44.84,3641000,82.14,2081000,16776.43,103386000,4781.264,394242000,1987.05,492595000
10/2/2015,7,18,0,32,0,,,11.8359,11119000,144.58,4138000,43.18,2209000,79.44,2409000,16472.37,104086000,4707.775,519596000,1951.36,671222000
10/1/2015,7,17,62,31,49,,,11.509,19646000,143.59,3478000,42.86,2938000,77.89,1787000,16272.01,103476000,4627.084,429100000,1923.82,499786000
9/30/2015,0,42,10,0,0,,,11.6271,13709000,144.97,4396000,44.8,4254000,79.44,2014000,16284.7,117775000,4620.165,448273000,1920.03,554212000
9/29/2015,13,42,21,30,0,,,11.1912,11313000,142.47,5429000,41.78,4358000,69.37,3546000,16049.13,106687000,4517.321,501300000,1884.09,629338000
9/28/2015,6,33,31,0,0,,,11.1549,11106000,142.52,4346000,42.07,2842000,68.25,2151000,16001.89,87207000,4543.969,530405000,1881.77,591250000
9/25/2015,33,25,26,0,0,,,11.3547,25141000,145.42,9006000,42.89,4849000,70.47,1785000,16314.67,334381000,4686.496,403920000,1931.34,505803000
9/24/2015,64,25,38,66,0,,,11.4682,11781000,144.41,3879000,44.1,2471000,71.4,2418000,16201.32,107836000,4734.479,403920000,1932.24,505803000
9/23/2015,63,36,31,32,0,,,11.5726,13889000,143.66,5739000,43.55,4952000,71.44,1942000,16279.89,130950000,4752.744,403146000,1938.76,538913000
9/22/2015,31,60,30,0,0,,,11.6453,10408000,144.43,3312000,43.79,3299000,72.05,2572000,16330.47,82567000,4756.723,490461000,1942.74,642799000
9/21/2015,0,47,24,0,0,,,12.0039,12499000,146.48,3750000,46.2,4262000,76.26,1500000,16510.19,101769000,4828.955,430989000,1966.97,482915000
9/18/2015,0,38,39,0,0,,,12.0493,26255000,144.51,4567000,45.65,5734000,75.87,2210000,16384.58,111569000,4827.228,448117000,1958.03,559884000
9/17/2015,63,73,19,0,0,,,12.5169,13763000,148.14,5710000,47.76,4560000,80.73,2944000,16674.74,102127000,4893.949,459433000,1990.2,547397000
9/16/2015,0,24,37,0,0,,,12.9255,16634000,148.41,4601000,49.15,6728000,81.16,3293000,16739.95,120460000,4889.239,465901000,1995.31,547776000
9/15/2015,62,72,12,0,0,,,12.3081,14138000,147.53,5194000,48.61,3283000,80.74,2379000,16599.85,85828000,4860.52,470313000,1978.09,625563000
9/14/2015,0,36,31,0,0,,,12.2763,17413000,145.65,4540000,48.33,3772000,80.64,1682000,16370.96,113356000,4805.763,415351000,1953.03,500132000
9/11/2015,0,38,65,0,0,,,12.3263,15653000,147.37,3634000,48.94,4210000,80.53,881746,16433.09,80910000,4822.341,427870000,1961.05,488319000
9/10/2015,0,50,44,66,0,,,12.408,13686000,146.2,3234000,49.22,6556000,81.24,1650000,16330.4,83840000,4796.251,456155000,1952.29,510419000
9/9/2015,0,74,80,0,31,,,12.3762,15720000,145.05,5918000,50.1,4084000,82.39,1792000,16253.57,89804000,4756.528,499691000,1942.04,505059000
9/8/2015,0,36,31,0,0,,,12.526,29539000,147.23,4410000,49.61,2752000,83.9,1821000,16492.68,101127000,4811.93,479627000,1969.41,524843000
9/4/2015,33,0,39,0,0,,,12.2536,62988000,143.7,4005000,48.21,3270000,80.02,2215000,16102.38,80489000,4683.918,446450000,1921.22,511278000
9/3/2015,65,50,32,33,0,,,12.7712,16301000,146.78,4702000,49.49,3581000,81.8,2352000,16374.76,79345000,4733.497,436801000,1951.13,492796000
9/2/2015,0,37,44,0,0,,,12.7122,9948000,145.05,2714000,49.77,1555000,81.15,1651000,16351.38,83675000,4749.979,439935000,1948.86,507303000
9/1/2015,95,24,49,0,0,,,12.6259,7519000,142.68,3353000,50.6,1747000,80.45,1760000,16058.35,111397000,4636.105,460542000,1913.85,503653000
8/31/2015,0,12,0,0,0,,,12.7394,5732000,147.89,3504000,51.4,1291000,81.96,2268000,16528.03,79133000,4776.508,467367000,1972.18,630178000
8/28/2015,0,13,33,0,0,,,12.7258,7570000,147.98,2895000,50.68,2318000,81.28,2778000,16643.01,98765000,4828.325,419928000,1988.87,466128000
8/27/2015,0,25,32,100,0,,,12.6168,6631000,148.54,3707000,50.04,2566000,81.41,1303000,16654.77,85251000,4812.708,459956000,1987.66,565220000
8/26/2015,33,100,70,33,0,,,12.3036,9194000,146.7,3333000,47.89,1830000,78.63,1247000,16285.51,117290000,4697.537,468289000,1940.51,510419000
8/25/2015,32,86,81,33,0,,,11.6634,7954000,140.96,3627000,46.33,3025000,75.16,1718000,15666.44,90624000,4506.488,496495000,1867.61,577590000
8/24/2015,32,97,100,0,31,,,12.0766,7782000,143.47,4441000,47.62,3419000,76.92,1873000,15871.35,89938000,4526.249,443825000,1893.21,511008000
8/21/2015,0,93,33,0,0,,,12.4715,8382000,148.85,3256000,48.72,4216000,79.44,964128,16459.75,93623000,4706.039,425010000,1970.89,513780000
8/20/2015,33,38,26,34,0,,,12.4171,6313000,152.66,5254000,48.65,2189000,79.79,1747000,16990.69,79921000,4877.487,507975000,2035.73,603002000
8/19/2015,33,38,26,34,0,,,12.5941,10480000,153.94,3678000,49.43,4049000,81.71,1603000,17348.73,102580000,5019.051,517540000,2079.61,546895000
8/18/2015,0,37,38,0,0,,,12.8892,14610000,156.01,5539000,52.05,4239000,83.31,4538000,17511.34,112865000,5059.347,564145000,2096.92,650883000
8/17/2015,0,0,25,34,32,,,12.9891,15460000,156.31,4712000,52.45,5028000,83.6,2227000,17545.18,108103000,5091.699,568111000,2102.44,669646000
8/14/2015,35,40,20,0,0,,,13.0345,10152000,155.75,8321000,52.02,5046000,82.5,2381000,17477.4,111711000,5048.235,670255000,2091.54,919575000
8/13/2015,33,13,26,0,0,,,12.9165,10656000,155.07,4496000,51.37,7678000,81.57,2534000,17408.25,116060000,5033.558,593479000,2083.39,681083000
8/12/2015,33,26,46,0,0,,,13.2116,17203000,156.16,5660000,51.62,8078000,83.16,5082000,17402.51,136014000,5044.387,605931000,2086.05,717223000
8/11/2015,33,13,71,0,0,,,13.3115,11266000,155.51,7888000,51.01,15326000,83.19,3305000,17402.84,88402000,5036.79,509111000,2084.07,602697000
8/10/2015,0,38,26,0,0,,,13.7291,7142000,156.75,4835000,51.14,2594000,84.96,5792000,17615.17,97123000,5101.799,477137000,2104.18,539970000
8/7/2015,0,27,28,0,0,,,13.3523,8391000,155.12,11897000,49.49,1724000,83.51,3319000,17373.38,95563000,5043.544,529186000,2077.57,653642000
8/6/2015,0,39,53,0,0,,,13.6837,10251000,156.32,8393000,51.32,1778000,84.19,1038000,17419.75,119614000,5056.44,478848000,2083.56,552156000
8/5/2015,0,26,26,0,0,,,13.7564,12977000,157.9,5756000,51.86,2500000,84.69,1402000,17540.47,140502000,5139.945,487841000,2099.84,616622000
8/4/2015,0,25,32,0,0,,,13.5112,13778000,157.6,4252000,51.39,3552000,84.39,1877000,17550.69,94835000,5105.546,562068000,2093.32,742481000
8/3/2015,33,25,33,0,0,,,13.6293,10377000,158.71,4690000,51.46,1927000,85.85,2176000,17598.2,109191000,5115.382,541364000,2098.04,621963000
7/31/2015,0,13,34,36,0,,,13.8563,8957000,161.99,4188000,50.6,2133000,86.06,1605000,17689.86,92513000,5128.281,583792000,2103.84,624201000
7/30/2015,0,26,26,0,67,,,13.9017,9704000,160.96,4488000,51.29,2546000,86.44,1518000,17745.98,93394000,5128.785,502351000,2108.63,543539000
7/29/2015,0,25,19,33,0,,,13.7564,9830000,161.09,4241000,49.42,3473000,78.75,2189000,17751.39,114903000,5111.733,438705000,2108.57,508987000
7/28/2015,0,25,32,0,0,,,13.7428,10509000,160.05,4702000,48.87,1886000,77.74,2533000,17630.27,91042000,5089.207,560619000,2093.25,614787000
7/27/2015,32,13,19,0,0,,,13.7337,11989000,159.07,6147000,47.91,3426000,76.49,1553000,17440.59,101919000,5039.776,492846000,2067.64,546559000
7/24/2015,0,26,34,35,0,,,13.9879,9812000,159.75,5525000,47.32,2397000,77.26,1668000,17568.53,76344000,5088.629,489381000,2079.65,621870000
7/23/2015,0,0,39,0,0,,,14.1786,7212000,161.73,4012000,48.01,1757000,77.9,966972,17731.92,82839000,5146.409,378485000,2102.15,435588000
7/22/2015,0,13,65,0,0,,,13.9698,5760000,160.35,2830000,49.06,1726000,78.52,1090000,17851.04,47487000,5171.77,424337000,2114.15,422133000
7/21/2015,0,13,66,0,0,,,13.9198,7399000,163.07,3332000,48.11,2054000,78.69,1458000,17919.29,53876000,5208.12,318134000,2119.21,315475000
7/20/2015,0,27,41,0,0,,,13.8245,4895000,173.22,1912000,47.73,729689,78.38,1002000,18100.41,52569000,5218.859,314345000,2128.28,336886000
7/17/2015,0,27,35,0,0,,,13.7836,9665000,172.51,4044000,48.15,1470000,78.93,782950,18086.45,82887000,5210.143,195676000,2126.64,229198000
7/16/2015,34,13,67,0,0,,,13.7791,10822000,171,4683000,47.9,1772000,78.89,2104000,18120.25,98472000,5163.184,406197000,2124.29,483429000
7/15/2015,0,0,20,68,0,,,13.8472,18597000,168.53,8865000,47.3,4497000,78.69,2155000,18050.17,343705000,5098.941,449919000,2107.4,571131000
7/14/2015,33,13,13,34,33,,,13.8517,12489000,168.61,7302000,47.61,3219000,78.36,3764000,18053.58,124000000,5104.891,449919000,2108.95,571131000
7/13/2015,33,25,19,33,0,,,13.9561,11533000,169.38,5139000,46.28,2534000,77.71,3202000,17977.68,118227000,5071.512,563388000,2099.6,677713000
7/10/2015,0,13,41,0,0,,,13.9153,12441000,166.95,6500000,45.95,2128000,77.1,2371000,17760.41,114052000,4997.696,597499000,2076.62,706265000
7/9/2015,0,52,13,34,0,,,13.7972,13327000,163.85,8612000,46.04,2243000,77.35,1476000,17548.62,121957000,4922.397,576979000,2051.31,683461000
7/8/2015,98,50,32,0,32,,,13.8245,12336000,163.16,3990000,46.4,2173000,78.31,1605000,17515.42,90108000,4909.761,498000000,2046.68,671126000
7/7/2015,0,25,19,0,0,,,13.9834,13758000,165,4082000,47.82,2262000,79.82,1909000,17776.91,115104000,4997.459,460015000,2081.34,544616000
7/6/2015,65,0,32,34,0,,,13.879,10551000,164.73,3866000,47.02,3074000,79.815,2947000,17683.58,100410000,4991.94,493331000,2068.76,631221000
7/2/2015,0,26,0,0,0,,,13.9334,8969000,165.09,3014000,48.15,2748000,80.87,1682000,17730.11,79119000,5009.214,503591000,2076.78,561256000
7/1/2015,0,39,13,0,0,,,13.8563,7487000,164.49,3863000,47.57,2170000,79.44,2151000,17757.91,76272000,5013.124,455934000,2077.42,504617000
6/30/2015,0,25,52,0,0,,,13.6247,11076000,162.66,6435000,47.5,4078000,78.42,1462000,17619.51,99408000,4986.867,455359000,2063.11,505429000
