,date,dell_gtrends,hp_gtrends,ibm_gtrends,seagate_gtrends,westdig_gtrends,dell_Last Price,dell_Volume,hp_Last Price,hp_Volume,ibm_Last Price,ibm_Volume,seagate_Last Price,seagate_Volume,westdig_Last Price,westdig_Volume,dow_Last Price,dow_Volume,nasdaq_Last Price,nasdaq_Volume,sandp_Last Price,sandp_Volume
0,3/27/18,36,,,0,0,,,,,,,,,,,,,,,,
1,3/26/18,18,33,,0,23,,,,,,,,,,,,,,,,
2,3/25/18,0,37,0,0,0,,,,,,,,,,,,,,,,
3,3/24/18,21,0,5,0,0,,,,,,,,,,,,,,,,
4,3/23/18,55,17,5,0,0,,,,,,,,,,,,,,,,
5,3/22/18,54,0,9,17,0,,,,,,,,,,,,,,,,
6,3/21/18,35,16,9,33,23,,,,,,,,,,,,,,,,
7,3/20/18,18,16,9,0,0,,,,,,,,,,,,,,,,
8,3/19/18,35,32,31,0,0,77.97,1228000,23.2,20053000,157.35,9263000,60.4,7073000,103.16,4434000,24610.91,349359000,7344.244,575578000,2712.92,634089000
9,3/18/18,0,0,10,0,26,,,,,,,,,,,,,,,,
10,3/17/18,0,18,10,0,0,,,,,,,,,,,,,,,,
11,3/16/18,27,33,0,0,48,77.96,920749,23.51,9305000,160.26,3632000,60.09,4136000,106.45,2696000,24946.51,102685000,7481.988,490337000,2752.01,517767000
12,3/15/18,36,16,31,0,0,77.62,1421000,23.48,16956000,159.61,4186000,59.57,4375000,102.23,3976000,24873.66,110557000,7481.742,518100000,2747.33,587912000
13,3/14/18,35,0,17,0,0,77.82,1348000,23.48,19627000,158.12,5063000,59.93,3246000,103.2,6893000,24758.12,99534000,7496.811,584272000,2749.48,604761000
14,3/13/18,18,0,4,16,23,77.34,1280000,23.62,12893000,159.32,5022000,59.68,4784000,102.91,5762000,25007.03,102188000,7511.012,539608000,2765.31,586467000
15,3/12/18,18,32,9,33,0,77.78,1987000,23.83,7113000,160.26,6456000,60.21,8549000,102.86,4541000,25178.61,88859000,7588.325,562440000,2783.02,580605000
16,3/11/18,20,18,0,18,26,,,,,,,,,,,,,,,,
17,3/10/18,0,18,0,19,0,,,,,,,,,,,,,,,,
18,3/9/18,28,0,9,51,49,78.48,1733000,24.65,9878000,159.31,3686000,60.19,3798000,99.55,6005000,25335.74,93405000,7560.811,550174000,2786.57,569776000
19,3/8/18,27,16,4,49,0,77.42,1885000,23.95,10034000,156.21,3671000,58.88,4328000,97.22,6594000,24895.21,105005000,7427.946,546330000,2738.97,559826000
20,3/7/18,18,32,13,49,23,77.3,2416000,24.04,10113000,158.32,3261000,56.3,3143000,95.27,3411000,24801.36,120190000,7396.649,510518000,2726.8,619738000
21,3/6/18,35,16,4,16,23,75.6,5708000,23.95,12042000,155.72,4039000,56.23,5929000,93.8,2505000,24884.12,135696000,7372.007,564020000,2728.12,646045000
22,3/5/18,35,0,35,16,0,74,1952000,23.69,13426000,156.95,3804000,55.14,4306000,89.95,3554000,24874.76,135542000,7330.705,596208000,2720.94,737842000
23,3/4/18,20,0,15,0,26,,,,,,,,,,,,,,,,
24,3/3/18,41,0,5,0,0,,,,,,,,,,,,,,,,
25,3/2/18,18,0,23,0,24,73.66,826233,23.57,21394000,154.49,3610000,54.12,2972000,88.25,3411000,24538.06,123398000,7257.867,532821000,2691.25,621882000
26,3/1/18,35,31,4,0,0,75.37,1315000,23.35,22297000,153.81,3256000,54,3214000,87.27,2757000,24608.98,91400000,7180.562,450924000,2677.67,559643000
27,2/28/18,26,31,9,16,0,74.29,1580000,23.39,10726000,155.83,4025000,53.4,2121000,87.04,4260000,25029.2,96387000,7273.009,446872000,2713.83,488629000
28,2/27/18,26,47,9,32,0,72.74,1297000,23.52,7528000,156.55,3729000,52.87,2345000,87.19,2271000,25410.03,124435000,7330.354,467278000,2744.28,539433000
29,2/26/18,26,31,17,0,0,72.39,1487000,23.46,8085000,158.58,4490000,53.55,2636000,89.22,2586000,25709.27,103981000,7421.463,478004000,2779.6,594961000
30,2/25/18,20,36,5,0,0,,,,,,,,,,,,,,,,
31,2/24/18,20,0,15,0,0,,,,,,,,,,,,,,,,
32,2/23/18,28,83,18,34,24,71.78,1263000,22.13,8134000,155.52,5624000,53.29,3208000,89.14,2997000,25309.99,110596000,7337.391,516849000,2747.3,669883000
33,2/22/18,36,32,13,0,0,70.56,1751000,21.39,12152000,153.18,5479000,51.36,3675000,85.53,3133000,24962.48,114401000,7210.085,510057000,2703.96,571607000
34,2/21/18,0,0,18,16,23,69.92,1791000,21.17,11649000,153.96,4891000,51.44,2920000,85.67,3273000,24797.78,99078000,7218.228,548409000,2701.33,632362000
35,2/20/18,18,0,22,0,0,69.82,2290000,21.39,12508000,155.16,5881000,52.12,3380000,86.46,2943000,24964.75,149694000,7234.308,443025000,2716.26,538762000
36,2/19/18,27,0,4,0,0,,,,,,,,,,,,,,,,
37,2/18/18,0,55,10,0,0,,,,,,,,,,,,,,,,
38,2/17/18,0,0,10,0,0,,,,,,,,,,,,,,,,
39,2/16/18,37,0,23,34,0,69.79,3441000,21.4,16751000,156.18,6779000,51.42,4588000,84.91,4629000,25219.38,179771000,7239.465,794937000,2732.22,986284000
40,2/15/18,18,16,23,34,24,69.03,2017000,21.45,11839000,156.01,6149000,51.52,6043000,84.54,3792000,25200.37,146600000,7256.43,672829000,2731.2,880613000
41,2/14/18,0,0,27,50,24,69.87,3120000,21.29,20440000,154.76,9868000,51.37,9557000,83.33,3738000,24893.49,231378000,7143.615,579640000,2698.63,766057000
42,2/13/18,18,0,18,17,0,68.3,3299000,20.58,13314000,150.75,8747000,49.63,7359000,82.97,4836000,24640.45,210835000,7013.51,790176000,2662.94,766057000
43,2/12/18,0,0,36,17,0,68.03,5468000,20.41,9163000,151.4,5252000,49.17,6567000,82.34,5205000,24601.27,140879000,6981.964,761179000,2656,766057000
44,2/11/18,0,18,20,0,0,,,,,,,,,,,,,,,,
45,2/10/18,20,37,10,0,0,,,,,,,,,,,,,,,,
46,2/9/18,38,50,32,17,0,67.3,5984000,20.11,13705000,149.51,4073000,47.82,5110000,80.59,3555000,24190.9,140120000,6874.491,539312000,2619.55,623002000
47,2/8/18,54,65,36,17,24,65.62,6051000,19.92,7973000,147.59,4902000,47.44,7756000,80.09,8524000,23860.46,111859000,6777.159,613952000,2581,815231000
48,2/7/18,44,16,18,33,0,66.77,18466000,21.21,7036000,153.85,3517000,49.55,8941000,83.71,4731000,24893.35,110920000,7051.983,506262000,2681.66,600918000
49,2/6/18,27,32,13,49,23,67.23,35704000,21.43,8113000,155.34,3788000,48.68,7319000,84.25,5005000,24912.77,123611000,7115.882,486626000,2695.14,544693000
50,2/5/18,54,0,18,17,23,67.58,775098,21.29,7274000,152.53,3303000,49.65,3618000,81.45,8188000,24345.75,95732000,6967.526,485316000,2648.94,569404000
51,2/4/18,41,18,10,0,0,,,,,,,,,,,,,,,,
52,2/3/18,0,18,5,19,0,,,,,,,,,,,,,,,,
53,2/2/18,37,0,5,51,0,70.9,831312,22.48,7840000,159.03,7466000,51.77,3192000,85.25,4697000,25520.96,109272000,7240.946,520751000,2762.13,609308000
54,2/1/18,90,16,23,33,0,70.25,1333000,23.3,9151000,162.4,8481000,54.44,3592000,87.65,3081000,26186.71,126358000,7385.863,473160000,2821.98,545995000
55,1/31/18,18,16,18,0,0,71.7,860277,23.32,11551000,163.7,21172000,55.2,3871000,88.98,4534000,26149.39,171541000,7411.482,501597000,2823.81,603358000
56,1/30/18,36,32,26,16,0,70.08,960839,23.44,12277000,163.62,14259000,54.98,3982000,87.08,3939000,26076.89,122471000,7402.482,512605000,2822.43,753915000
57,1/29/18,36,16,27,16,0,74.8,767503,23.81,11151000,166.8,11710000,55.11,4114000,87.45,4604000,26439.48,133700000,7466.505,464908000,2853.53,592317000
58,1/28/18,0,0,5,0,27,,,,,,,,,,,,,,,,
59,1/27/18,20,0,10,0,0,,,,,,,,,,,,,,,,
60,1/26/18,47,33,9,17,0,82.74,1538000,23.91,8822000,167.34,5032000,54.94,7747000,89.6,5574000,26616.71,103879000,7505.772,578037000,2872.87,711574000
61,1/25/18,0,32,27,17,0,88.44,913555,23.32,8356000,165.47,3794000,53.17,6247000,87.99,2991000,26392.79,90362000,7411.164,464815000,2839.25,583104000
62,1/24/18,0,0,31,49,0,88.37,678536,23.66,8443000,165.37,4174000,52.97,3809000,86.97,3822000,26252.12,88373000,7415.059,457219000,2837.54,493748000
63,1/23/18,53,16,22,16,0,89.11,777118,23.81,7859000,166.25,4342000,54.06,10500000,87.34,4941000,26210.81,88522000,7460.289,457484000,2839.13,529856000
64,1/22/18,44,16,31,0,0,88.93,1039000,23.85,5770000,162.6,5238000,53.16,23461000,86.24,3811000,26214.6,97612000,7408.032,492018000,2832.97,509578000
65,1/21/18,0,36,10,0,26,,,,,,,,,,,,,,,,
66,1/20/18,21,0,20,0,0,,,,,,,,,,,,,,,,
67,1/19/18,28,67,37,34,0,88.49,1387000,23.7,7654000,162.37,7556000,52.62,2825000,85.6,2727000,26071.72,101492000,7336.38,476963000,2810.3,534970000
68,1/18/18,18,32,23,67,0,88.39,1599000,23.29,5958000,169.12,9442000,52.01,3446000,86.4,5173000,26017.81,113226000,7296.047,494453000,2798.03,561304000
69,1/17/18,18,48,53,49,0,88.11,665592,23.46,6457000,168.65,4203000,52.14,2888000,85.16,3253000,26115.65,93866000,7298.279,484506000,2802.56,540193000
70,1/16/18,35,32,18,0,47,86.09,882122,22.88,5204000,163.85,3327000,51.51,1866000,83.88,3894000,25792.86,99507000,7223.686,462548000,2776.42,513864000
71,1/15/18,18,32,9,17,24,,,,,,,,,,,,,,,,
72,1/14/18,0,36,10,0,0,,,,,,,,,,,,,,,,
73,1/13/18,21,0,21,19,0,,,,,,,,,,,,,,,,
74,1/12/18,19,34,33,35,25,86.75,1153000,22.92,7605000,163.14,2149000,51.26,1935000,83.12,2303000,25803.19,60502000,7261.062,293310000,2786.24,296035000
75,1/11/18,37,48,27,68,24,86.83,1502000,22.41,3015000,164.2,2479000,49.005,2969000,82.25,2633000,25574.73,59978000,7211.777,316353000,2767.56,335290000
76,1/10/18,0,0,18,34,0,84.61,1028000,22.05,4100000,164.18,2991000,47.07,1714000,80.91,3904000,25369.13,78610000,7153.572,322507000,2748.23,310308000
77,1/9/18,36,16,9,100,0,84.28,845956,21.81,8742000,163.83,4154000,46.39,3425000,80.62,2125000,25385.8,101366000,7163.578,373107000,2751.29,403669000
78,1/8/18,18,0,18,99,0,85.38,1586000,21.84,7347000,163.47,3786000,46,3323000,81.44,4922000,25283,99129000,7157.386,437000000,2747.71,511566000
79,1/7/18,0,19,5,0,0,,,,,,,,,,,,,,,,
80,1/6/18,21,19,5,0,27,,,,,,,,,,,,,,,,
81,1/5/18,19,17,5,0,0,85.4,2104000,21.75,12156000,162.49,5093000,42.94,4629000,82.69,3938000,25295.87,107462000,7136.558,515470000,2743.15,556473000
82,1/4/18,37,17,32,34,24,84.78,1589000,21.53,19023000,161.7,11280000,42.64,6242000,82.17,3880000,25075.13,317293000,7077.915,539878000,2723.99,608529000
83,1/3/18,19,17,18,0,48,83.3,1086000,21.37,8161000,158.49,4637000,42.85,3302000,82.67,7161000,24922.68,84758000,7065.531,539878000,2713.06,608529000
84,1/2/18,0,17,28,35,25,82.43,1634000,21.32,9157000,154.25,5662000,42.93,4509000,81.38,3240000,24824.01,93787000,7006.898,496982000,2695.81,529124000
85,1/1/18,23,0,0,0,0,,,,,,,,,,,,,,,,
86,12/31/17,0,0,0,21,0,,,,,,,,,,,,,,,,
87,12/30/17,22,20,22,0,0,,,,,,,,,,,,,,,,
88,12/29/17,0,18,15,19,0,81.28,1216000,21.01,7731000,153.42,4103000,41.84,3741000,79.53,2604000,24719.22,84768000,6903.389,456738000,2673.61,553661000
89,12/28/17,0,72,0,18,0,81.03,2874000,21.15,13822000,154.04,3520000,42.02,5502000,80.64,2511000,24837.51,81472000,6950.161,448730000,2687.54,510557000
90,12/27/17,0,54,25,0,0,81.26,2010000,21.27,8451000,153.13,3771000,42.11,3725000,80.96,5060000,24774.3,85468000,6939.336,429507000,2682.62,490109000
91,12/26/17,21,0,10,0,0,81.38,2197000,21.23,10032000,152.83,3411000,42.14,2520000,80,2672000,24746.21,94435000,6936.25,476206000,2680.5,526054000
92,12/25/17,0,0,6,0,0,,,,,,,,,,,,,,,,
93,12/24/17,0,0,6,0,0,,,,,,,,,,,,,,,,
94,12/23/17,0,0,11,0,0,,,,,,,,,,,,,,,,
95,12/22/17,0,19,10,0,0,82.08,2389000,21.26,12976000,152.5,4664000,42.17,4593000,80.68,4598000,24754.06,117014000,6959.96,519138000,2683.34,633406000
96,12/21/17,20,0,0,18,26,82.54,3873000,21.25,9910000,151.5,5568000,41.96,5125000,80.83,5711000,24782.29,123385000,6965.361,601266000,2684.57,724763000
97,12/20/17,29,35,24,0,25,83.35,8465000,21.46,13923000,152.95,6501000,41.53,6783000,82.77,6456000,24726.65,169752000,6960.959,548196000,2679.25,670644000
98,12/19/17,19,34,24,53,50,83.34,2384000,21.42,12113000,153.23,5099000,42.18,6070000,84.24,7171000,24754.75,105160000,6963.851,731192000,2681.47,670644000
99,12/18/17,28,17,9,0,24,84.77,2275000,21.29,10377000,153.33,3974000,42.99,3809000,83.62,7152000,24792.2,87842000,6994.759,586513000,2690.16,653622000
100,12/17/17,0,38,5,20,0,,,,,,,,,,,,,,,,
101,12/16/17,0,0,27,0,0,,,,,,,,,,,,,,,,
102,12/15/17,39,17,5,18,0,80.99,839969,20.92,9658000,152.5,1193000,42.02,1340000,81.62,11066000,24651.74,36736000,6936.583,444566000,2675.81,481797000
103,12/14/17,76,51,23,35,0,79.76,1482000,20.74,28425000,154,3214000,41.94,2365000,82.64,937142,24508.66,71067000,6856.525,223147000,2652.01,204380000
104,12/13/17,37,16,18,0,24,80.19,1866000,20.85,17553000,153.91,3756000,42.08,3848000,83.63,2234000,24585.43,92497000,6875.799,386923000,2662.85,421544000
105,12/12/17,37,16,9,17,0,79.25,1246000,20.98,11872000,156.74,5676000,42.12,3993000,81.77,3077000,24504.8,80005000,6862.317,466091000,2664.11,505692000
106,12/11/17,18,49,0,0,24,79.29,1119000,21.3,10640000,155.41,4917000,40.47,3155000,81.2,2666000,24386.03,106205000,6875.078,438100000,2659.99,466385000
107,12/10/17,42,0,5,0,0,,,,,,,,,,,,,,,,
108,12/9/17,22,38,11,0,0,,,,,,,,,,,,,,,,
109,12/8/17,19,35,5,0,0,77.25,1556000,21.07,12655000,154.81,4773000,40.49,3497000,81.47,2349000,24329.16,97936000,6840.081,477386000,2651.5,498027000
110,12/7/17,19,17,19,34,0,75.89,1138000,20.97,11628000,153.57,3758000,39.58,2599000,78.35,3573000,24211.48,123260000,6812.841,457570000,2636.98,522600000
111,12/6/17,18,0,0,17,0,75.06,1055000,21.02,4922000,154.1,5108000,39.18,2306000,77.86,5247000,24140.91,109022000,6776.375,463441000,2629.27,534119000
112,12/5/17,37,81,32,0,0,74.47,768374,21.07,6277000,155.35,4307000,39.13,3012000,78.56,2145000,24180.64,88393000,6762.213,463240000,2629.57,509487000
113,12/4/17,64,0,4,0,0,74.89,1216000,21.08,5845000,156.46,4777000,39.2,4350000,77.11,3226000,24290.05,79692000,6775.366,464826000,2639.44,514541000
114,12/3/17,21,0,5,0,0,,,,,,,,,,,,,,,,
115,12/2/17,0,38,11,0,55,,,,,,,,,,,,,,,,
116,12/1/17,19,35,24,35,50,79.96,944921,21.41,6246000,154.76,3701000,39.11,2842000,79.36,2778000,24231.59,76941000,6847.586,509994000,2642.22,509992000
117,11/30/17,0,33,14,0,0,78.24,1319000,21.45,13310000,153.97,4499000,38.56,3187000,78.86,3638000,24272.35,87868000,6873.973,531577000,2647.58,546662000
118,11/29/17,27,49,14,17,24,77.99,971971,21.43,7710000,153.55,4432000,38.75,2280000,81,3084000,23940.68,78599000,6824.34,525025000,2626.07,563277000
119,11/28/17,18,0,5,17,0,82.56,1053000,21.66,14765000,152.47,3398000,39.98,2745000,86.89,2943000,23836.71,87302000,6912.358,521723000,2627.04,522406000
120,11/27/17,18,64,9,0,0,81.91,1113000,21.25,8814000,151.98,3240000,39.08,2784000,86.55,2606000,23580.78,90304000,6878.521,534416000,2601.42,588411000
121,11/26/17,0,19,0,0,27,,,,,,,,,,,,,,,,
122,11/25/17,21,19,5,0,0,,,,,,,,,,,,,,,,
123,11/24/17,0,0,5,18,0,80.95,770404,21.24,7460000,151.84,4210000,40.29,5870000,92.78,5661000,23557.99,107582000,6889.16,511204000,2602.42,625261000
124,11/23/17,19,17,0,0,25,,,,,,,,,,,,,,,,
125,11/22/17,0,100,0,0,0,80.79,971319,21.34,20421000,151.77,4895000,40.33,5297000,92.91,5142000,23526.18,127750000,6867.361,479333000,2597.08,569442000
126,11/21/17,18,82,23,34,0,82.23,793694,22.46,17010000,151.95,4301000,40.14,4276000,92.35,7785000,23590.83,89232000,6862.477,567206000,2599.03,645608000
127,11/20/17,46,33,9,34,0,81.26,1340000,22.12,13378000,150.51,6921000,39.85,7431000,90.88,4320000,23430.33,102613000,6790.714,497738000,2582.14,563773000
128,11/19/17,21,19,15,19,0,,,,,,,,,,,,,,,,
129,11/18/17,21,0,5,0,27,,,,,,,,,,,,,,,,
130,11/17/17,0,0,29,0,25,81.49,1148000,21.75,8678000,148.97,5779000,39.42,33601000,91.3,2582000,23358.24,109474000,6782.791,422897000,2578.85,504319000
131,11/16/17,18,50,14,0,0,81.33,1145000,21.57,8621000,149.12,7869000,39.12,8315000,91.21,4800000,23458.36,128229000,6793.291,417960000,2585.64,515870000
132,11/15/17,37,0,9,17,0,80.27,1576000,21.36,10248000,147.1,9914000,37.81,4363000,90.36,2765000,23271.28,86238000,6706.208,457653000,2564.62,631305000
133,11/14/17,18,33,9,17,0,81.49,2206000,21.36,7611000,148.89,30490000,37.49,3732000,91.58,2097000,23409.47,64881000,6737.872,425194000,2578.87,475108000
134,11/13/17,18,33,14,17,0,81.81,924914,21.17,7137000,148.4,6372000,37.66,5937000,88.44,3463000,23439.7,65936000,6757.595,390882000,2584.84,426160000
135,11/12/17,21,19,16,0,0,,,,,,,,,,,,,,,,
136,11/11/17,0,19,11,0,0,,,,,,,,,,,,,,,,
137,11/10/17,29,35,14,0,0,82.58,917559,21.23,27017000,149.16,2507000,37.99,4179000,88.92,2694000,23422.21,74683000,6750.939,374366000,2582.3,436333000
138,11/9/17,0,0,9,17,0,81.88,1151000,21.34,9085000,150.3,3264000,37.41,5111000,87.63,5325000,23461.94,76256000,6750.053,418308000,2584.62,498032000
139,11/8/17,0,50,23,17,24,82.31,1180000,21.42,8402000,151.57,3702000,37.71,3611000,87.12,2161000,23563.36,86708000,6789.118,476788000,2594.38,548845000
140,11/7/17,0,16,5,0,0,82.48,949582,21.38,6676000,151.35,4033000,37.12,5238000,86.09,2920000,23557.23,78345000,6767.783,429708000,2590.64,486226000
141,11/6/17,37,33,14,17,0,81.52,734389,21.44,5615000,150.84,2683000,37.46,3679000,87.85,3800000,23548.42,74919000,6786.436,401986000,2591.13,429348000
142,11/5/17,0,56,5,19,0,,,,,,,,,,,,,,,,
143,11/4/17,84,38,21,0,0,,,,,,,,,,,,,,,,
144,11/3/17,0,52,10,0,0,80.87,1349000,21.47,11265000,151.58,2687000,36.33,3211000,87.01,3490000,23539.19,66913000,6764.435,410857000,2587.84,452348000
145,11/2/17,57,68,5,35,0,81.86,1159000,21.44,7003000,153.35,2244000,36.77,3067000,88.6,5481000,23516.26,66050000,6714.943,422741000,2579.85,454530000
146,11/1/17,0,17,0,18,100,82.4,1207000,21.47,6593000,154.03,2303000,36.96,3755000,89.24,3414000,23435.01,60991000,6716.533,434891000,2579.36,436085000
147,10/31/17,19,0,5,35,0,82.77,1433000,21.55,8308000,154.06,2973000,36.97,7403000,89.27,4577000,23377.24,74050000,6727.669,439446000,2575.26,424599000
148,10/30/17,0,0,19,0,0,83.15,1131000,21.39,6705000,154.36,2655000,36.68,2524000,85.79,7502000,23348.74,88017000,6698.963,448404000,2572.83,471297000
149,10/29/17,22,0,11,0,0,,,,,,,,,,,,,,,,
150,10/28/17,22,58,5,20,0,,,,,,,,,,,,,,,,
151,10/27/17,39,54,10,18,0,83.88,1296000,21.5,11023000,153.68,3503000,36.9,3785000,87.11,4761000,23434.19,93017000,6701.263,429303000,2581.07,469559000
152,10/26/17,57,34,24,18,0,82.97,2267000,21.52,16565000,153.6,4489000,38.18,3424000,89.38,3976000,23400.86,80018000,6556.774,471725000,2560.4,522365000
153,10/25/17,19,17,9,34,0,82.6,1456000,21.67,9339000,153.5,5213000,38.15,3626000,87.29,3736000,23329.46,102605000,6563.891,440267000,2557.15,471033000
154,10/24/17,74,33,5,86,0,83.25,883625,21.95,6778000,155.88,2792000,38.84,4398000,87.89,2788000,23441.76,84574000,6598.43,487170000,2569.13,562565000
155,10/23/17,0,33,14,51,0,82.71,747286,22.12,7539000,159.55,2556000,39.35,4697000,87.99,3152000,23273.96,80282000,6586.826,388334000,2564.98,452975000
156,10/22/17,21,0,11,0,0,,,,,,,,,,,,,,,,
157,10/21/17,0,20,11,0,29,,,,,,,,,,,,,,,,
158,10/20/17,0,36,20,18,0,82.24,940826,22.02,5528000,162.07,3464000,34.94,7963000,86.41,7819000,23328.63,80955000,6629.053,471492000,2575.21,538367000
159,10/19/17,20,35,15,0,0,81.64,986671,21.96,6415000,160.9,3020000,34.34,8551000,85.48,7986000,23163.04,81321000,6605.067,431114000,2562.1,501443000
160,10/18/17,19,51,100,0,0,81.35,3456000,21.72,12791000,159.53,7397000,34.26,9566000,85.5,3122000,23157.6,276389000,6624.22,445821000,2561.26,517578000
161,10/17/17,38,17,19,0,25,80.99,1561000,21.55,9666000,146.54,3757000,33.96,3368000,85.78,6021000,22997.44,84162000,6623.657,445821000,2559.36,517578000
162,10/16/17,0,0,5,0,0,81.1,1318000,21.79,7965000,146.83,4101000,34.49,5300000,86.83,2944000,22956.96,78271000,6624.005,430895000,2557.64,533391000
163,10/15/17,0,39,5,0,0,,,,,,,,,,,,,,,,
164,10/14/17,33,40,0,20,0,,,,,,,,,,,,,,,,
165,10/13/17,100,53,10,18,0,80.68,1502000,21.71,7335000,147.1,4613000,34.4,6630000,87.8,4012000,22871.72,90501000,6605.801,404953000,2553.17,490924000
166,10/12/17,29,35,5,36,0,80.29,1188000,20.4,6497000,147.03,3366000,33.62,3563000,85.76,3267000,22841.01,77328000,6591.51,431816000,2550.93,515684000
167,10/11/17,38,0,28,18,0,79.36,2054000,20.41,5716000,147.62,4188000,33.5,4284000,85.62,3999000,22872.89,84965000,6603.548,408233000,2555.24,501931000
168,10/10/17,19,33,14,17,0,79.08,2099000,20.57,11645000,148.5,3273000,33.75,5928000,86.01,2570000,22830.68,89897000,6587.251,433283000,2550.64,516387000
169,10/9/17,19,34,19,0,0,79.26,1489000,20.57,12217000,147.39,3099000,33.85,8455000,84.27,4215000,22761.07,90508000,6579.731,419430000,2544.73,539031000
170,10/8/17,22,19,5,0,0,,,,,,,,,,,,,,,,
171,10/7/17,0,20,0,0,0,,,,,,,,,,,,,,,,
172,10/6/17,0,18,0,18,0,79.04,1231000,20.58,10435000,146.48,3656000,33.79,4289000,83.85,3468000,22773.67,131658000,6590.18,347680000,2549.33,403109000
173,10/5/17,29,0,5,0,0,79.04,1014000,20.35,7960000,146.72,2736000,34.1,3807000,83.58,4600000,22775.39,73015000,6585.356,478408000,2552.07,645209000
174,10/4/17,0,0,9,0,25,78.22,749955,20.26,9553000,146.48,3010000,33.98,3358000,84.35,3651000,22661.64,64593000,6534.627,384819000,2537.74,411660000
175,10/3/17,19,0,5,18,0,78.27,996703,20.09,13044000,146.78,5134000,34.05,2856000,83,3632000,22641.67,69205000,6531.714,379757000,2534.58,404550000
176,10/2/17,0,17,0,17,25,77.94,2409000,20.12,13593000,146.66,2873000,34.2,3505000,83.39,4310000,22557.6,63934000,6516.718,384910000,2529.12,424022000
177,10/1/17,0,20,5,0,0,,,,,,,,,,,,,,,,
178,9/30/17,0,41,0,0,0,,,,,,,,,,,,,,,,
179,9/29/17,41,36,10,19,0,77.21,856730,19.96,15067000,145.08,4048000,33.17,7757000,86.4,3533000,22405.09,68876000,6495.959,369297000,2519.36,470045000
180,9/28/17,19,35,14,0,25,77.15,1094000,19.97,8432000,145.66,2544000,32.98,2640000,86.71,4823000,22381.2,71557000,6453.451,349659000,2510.06,429163000
181,9/27/17,0,34,19,29,34,77.12,815228,19.87,6919000,145.66,3191000,33.18,3141000,88.72,4423000,22340.71,85503000,6453.263,363361000,2507.04,429507000
182,9/26/17,0,19,15,0,0,76.12,383327,19.88,11687000,146.56,4153000,32.87,2901000,86.28,3526000,22284.32,103642000,6380.164,375582000,2496.84,461494000
183,9/25/17,0,19,24,15,0,75.93,462992,19.85,9283000,145.87,4422000,33.16,3483000,86.09,3003000,22296.09,95983000,6370.593,469627000,2496.66,604768000
184,9/24/17,90,0,9,0,0,,,,,,,,,,,,,,,,
185,9/23/17,46,0,18,17,0,,,,,,,,,,,,,,,,
186,9/22/17,42,100,25,15,0,77.01,822098,19.94,9246000,145.13,4682000,33.57,2939000,86.48,4169000,22349.59,67615000,6426.922,396440000,2502.22,447838000
187,9/21/17,80,19,16,22,0,76.6,2857000,19.77,7616000,145.26,2249000,32.72,4163000,85.49,3159000,22359.23,70882000,6422.693,368322000,2500.6,440317000
188,9/20/17,39,19,24,15,0,76.83,787831,19.6,6610000,145.88,3004000,32.38,5647000,86.37,3900000,22412.59,69863000,6456.044,410956000,2508.24,460363000
189,9/19/17,39,19,31,15,34,76.82,481767,19.49,13285000,144.39,4525000,32.18,6368000,89.92,3439000,22370.8,85198000,6461.323,418163000,2506.65,442235000
190,9/18/17,40,0,8,30,0,76.85,526363,19.59,7844000,144.55,2926000,33.52,4286000,89.18,4291000,22331.35,70957000,6454.639,496003000,2503.87,544085000
191,9/17/17,45,22,9,0,0,,,,,,,,,,,,,,,,
192,9/16/17,0,22,9,17,0,,,,,,,,,,,,,,,,
193,9/15/17,0,20,8,15,0,76.98,411350,19.47,9192000,144.82,4618000,33.55,5521000,88.52,3591000,22268.34,59559000,6448.467,445639000,2500.23,459725000
194,9/14/17,40,57,8,15,35,77.36,439028,19.46,9123000,145.54,2549000,32.65,6768000,85.79,4772000,22203.48,73643000,6429.084,409074000,2495.62,451477000
195,9/13/17,40,19,23,15,68,76.73,367390,19.28,14994000,145.99,3035000,32.78,4935000,85.74,10704000,22158.18,71273000,6460.188,443981000,2498.37,497282000
196,9/12/17,39,19,46,22,0,76.25,746241,19.48,10781000,145.76,3541000,31.89,5838000,88.78,3511000,22118.86,89832000,6454.282,476434000,2496.48,511922000
197,9/11/17,0,0,15,0,34,75.46,576100,19.32,6530000,144.86,3219000,30.95,6029000,87.38,3757000,22057.37,81196000,6432.264,491020000,2488.11,549614000
198,9/10/17,45,0,9,0,0,,,,,,,,,,,,,,,,
199,9/9/17,0,22,9,0,39,,,,,,,,,,,,,,,,
200,9/8/17,0,0,24,31,0,74.26,446929,19.12,5898000,142.45,3055000,31.99,7865000,87,5094000,21797.79,72970000,6360.191,486174000,2461.43,691835000
201,9/7/17,81,0,40,30,0,74.47,627397,19.28,14732000,142.9,6431000,32.34,7710000,88.42,11204000,21784.78,111400000,6397.869,437076000,2465.1,505672000
202,9/6/17,0,38,23,22,0,74.68,904936,19.37,8028000,143.82,3932000,32.79,12638000,89.56,5242000,21807.64,70734000,6393.314,565363000,2465.54,654796000
203,9/5/17,0,0,8,15,0,74.8,614189,19.24,9267000,143.04,4209000,32.75,35476000,89.5,2504000,21753.31,83577000,6375.574,434122000,2457.85,546161000
204,9/4/17,0,60,16,0,0,,,,,,,,,,,,,,,,
205,9/3/17,0,0,9,0,0,,,,,,,,,,,,,,,,
