,date,dell_gtrends,hp_gtrends,ibm_gtrends,seagate_gtrends,westdig_gtrends,dell_Last Price,dell_Volume,hp_Last Price,hp_Volume,ibm_Last Price,ibm_Volume,seagate_Last Price,seagate_Volume,westdig_Last Price,westdig_Volume,dow_Last Price,dow_Volume,nasdaq_Last Price,nasdaq_Volume,sandp_Last Price,sandp_Volume
2401,12/13/10,,,,,,,,18.9093,15673000,144.28,9136000,15.01,9746000,35.51,3101000,11428.56,249930000,2624.91,576234000,1240.46,774895000
2402,12/10/10,,,,,,,,19.3497,15483000,144.82,8593000,15.255,12761000,35.68,3333000,11410.32,187961000,2637.54,688781000,1240.4,998641000
2403,12/9/10,,,,,,,,19.3134,17484000,144.3,6364000,15.14,10071000,35.08,4531000,11370.06,189815000,2616.67,618894000,1233,895403000
2404,12/8/10,,,,,,,,19.3679,25956000,144.98,7665000,15.07,7686000,35.02,3294000,11372.48,254987000,2609.16,589550000,1228.28,904726000
2405,12/7/10,,,,,,,,19.1545,18912000,144.02,5469000,15.16,9991000,35.08,4412000,11359.16,237818000,2598.49,678593000,1223.75,904726000
2406,12/6/10,,,,,,,,19.4542,13944000,144.99,7688000,14.85,11266000,34.45,6338000,11362.19,252319000,2594.92,784921000,1223.12,904726000
2407,12/3/10,,,,,,,,19.5359,17785000,145.38,7726000,14.98,13237000,34.67,8073000,11382.09,354844000,2591.46,739432000,1224.71,904726000
2408,12/2/10,,,,,,,,19.5722,19509000,145.18,6872000,14.53,23410000,34.65,6163000,11362.41,362016000,2579.35,823734000,1221.53,904726000
2409,12/1/10,,,,,,,,19.327,16607000,144.41,6128000,13.92,12409000,34.15,4999000,11255.78,290743000,2549.43,967079000,1206.07,904726000
2410,11/30/10,,,,,,,,19.0365,16843000,141.46,7121000,13.41,12596000,33.5,5464000,11006.02,285996000,2498.23,697060000,1180.55,904726000
2411,11/29/10,,,,,,,,19.3407,20062000,142.89,7212000,13.86,12890000,33.72,4924000,11052.49,314771000,2525.22,677580000,1187.76,904726000
2412,11/26/10,,,,,,,,19.6131,25411000,143.9,7411000,13.89,10179000,33.76,6118000,11092,302356000,2534.56,496294000,1189.4,869561000
2413,11/24/10,,,,,,,,19.8605,47463000,145.81,7083000,14.07,15830000,33.87,3428000,11187.28,468657000,2543.12,710321000,1198.35,869561000
2414,11/23/10,,,,,,,,20.0625,26129000,143.18,7079000,13.81,11984000,32.96,3683000,11036.37,277779000,2494.95,692439000,1180.73,869561000
2415,11/22/10,,,,,,,,19.6358,17634000,145.39,7429000,14.3425,8637000,33.71,3475000,11178.58,288310000,2532.02,630576000,1197.84,869561000
2416,11/19/10,,,,,,,,19.2907,14713000,145.05,9445000,14.93,13708000,33.98,3644000,11203.55,323808000,2518.12,673740000,1199.73,869561000
2417,11/18/10,,,,,,,,18.9275,14148000,144.36,8203000,14.22,19404000,32.31,3414000,11181.23,336958000,2514.4,680533000,1196.69,869561000
2418,11/17/10,,,,,,,,18.6006,13806000,141.95,7964000,13.94,15149000,31.38,5623000,11007.88,335962000,2476.01,725724000,1178.59,869561000
2419,11/16/10,,,,,,,,18.9774,14207000,142.24,8254000,13.85,11358000,31.61,4217000,11023.5,332662000,2469.84,760106000,1178.34,869561000
2420,11/15/10,,,,,,,,19.3134,23951000,143.64,11576000,14.05,16933000,32,3432000,11201.97,428472000,2513.82,758064000,1197.75,869561000
2421,11/12/10,,,,,,,,19.1636,15415000,143.74,7536000,14.09,14482000,32.58,5416000,11192.58,454573000,2518.21,962283000,1199.21,869561000
2422,11/11/10,,,,,,,,19.5677,12900000,145.43,6752000,14.42,16793000,32.99,4159000,11283.1,311548000,2555.52,847725000,1213.54,869561000
2423,11/10/10,,,,,,,,20.0489,12897000,146.55,8315000,14.415,12889000,33.52,4890000,11357.04,354604000,2578.78,790594000,1218.71,869561000
2424,11/9/10,,,,,,,,20.0307,13118000,146.14,6237000,14.64,13017000,34.57,4740000,11346.75,237384000,2562.98,788598000,1213.4,869561000
2425,11/8/10,,,,,,,,20.0898,19423000,146.46,10664000,15.06,19683000,34.79,4485000,11406.84,341432000,2580.05,675478000,1223.25,869561000
2426,11/5/10,,,,,,,,19.8491,11026000,146.92,11111000,15.32,8096000,34.76,4270000,11444.08,274760000,2578.98,760227000,1225.85,869561000
2427,11/4/10,,,,,,,,20.008,14197000,146.79,8612000,14.92,13052000,33.58,5487000,11434.84,283014000,2577.34,667710000,1221.06,869561000
2428,11/3/10,,,,,,,,19.89,17841000,144.17,10158000,14.68,14605000,33.28,6534000,11215.13,402771000,2540.27,710663000,1197.96,869561000
2429,11/2/10,,,,,,,,19.4814,14734000,143.84,9440000,14.785,18315000,33.01,10732000,11188.72,329839000,2533.52,846559000,1193.57,869561000
2430,11/1/10,,,,,,,,19.2907,15355000,143.32,12121000,14.55,23113000,32.62,4366000,11124.62,387154000,2504.84,818078000,1184.38,869561000
2431,10/29/10,,,,,,,,19.0864,16223000,143.6,12589000,14.71,9185000,32.01,4082000,11118.49,453709000,2507.41,808911000,1183.26,869561000
2432,10/28/10,,,,,,,,19.3679,21236000,140.9,10219000,13.94,14859000,31.5,5108000,11113.95,537734000,2507.37,920587000,1183.78,869561000
2433,10/27/10,,,,,,,,19.2453,21160000,141.43,9260000,15.22,14258000,31.59,4031000,11126.28,359522000,2503.26,810832000,1182.45,869561000
2434,10/26/10,,,,,,,,19.4996,18676000,140.67,8164000,15.34,13837000,30.95,5416000,11169.46,413343000,2497.29,740030000,1185.64,869561000
2435,10/25/10,,,,,,,,19.4678,13834000,139.84,6278000,14.81,14847000,30.44,4774000,11164.05,515473000,2490.85,662810000,1185.62,869561000
2436,10/22/10,,,,,,,,19.4632,15876000,139.67,8014000,15.18,10465000,30.43,5592000,11132.56,462102000,2479.39,604268000,1183.08,869561000
2437,10/21/10,,,,,,,,19.2498,14346000,139.83,7312000,15.225,8796000,30.55,4508000,11146.57,255385000,2459.67,711479000,1180.26,869561000
2438,10/20/10,,,,,,,,19.4405,13900000,139.07,8768000,15.21,6673000,30.5,4664000,11107.97,277011000,2457.39,584391000,1178.17,869561000
2439,10/19/10,,,,,,,,19.4451,15920000,138.03,8822000,15.245,13136000,30.2,3177000,10978.62,247429000,2436.95,589822000,1165.9,869561000
2440,10/18/10,,,,,,,,19.6675,20080000,142.83,10965000,15.92,14188000,31.47,4343000,11143.69,308266000,2480.66,658334000,1184.71,869561000
2441,10/15/10,,,,,,,,19.4405,20938000,141.06,12213000,15.51,13736000,31.89,6156000,11062.78,361364000,2468.77,896891000,1176.19,869561000
2442,10/14/10,,,,,,,,19.1273,19193000,141.5,14554000,12.69,8939000,29.49,6377000,11094.57,399908000,2435.38,741595000,1173.81,869561000
2443,10/13/10,,,,,,,,19.1636,28471000,140.37,10973000,12.745,13426000,29.67,5558000,11096.08,383304000,2441.23,718609000,1178.1,869561000
2444,10/12/10,,,,,,,,18.7731,28461000,139.85,15747000,12.555,12376000,29.42,5644000,11020.4,323681000,2417.92,676567000,1169.77,869561000
2445,10/11/10,,,,,,,,18.705,35442000,139.66,11441000,12.3,23253000,29.18,4355000,11010.34,397282000,2402.33,654670000,1165.32,869561000
2446,10/8/10,,,,,,,,18.6823,18395000,138.85,9347000,12.2,28226000,28.9,8366000,11006.48,379695000,2401.91,796151000,1165.15,869561000
2447,10/7/10,,,,,,,,18.528,26874000,138.72,12408000,11.87,12508000,28.35,4817000,10948.58,515628000,2383.67,635903000,1158.06,869561000
2448,10/6/10,,,,,,,,18.4962,28253000,137.84,12195000,11.49,8327000,27.9,5011000,10967.65,672963000,2380.66,768985000,1159.97,869561000
2449,10/5/10,,,,,,,,18.528,19195000,137.66,9900000,11.93,6882000,28.78,5588000,10944.72,559925000,2399.83,768985000,1160.75,869561000
2450,10/4/10,,,,,,,,18.4508,32067000,135.25,17957000,11.48,9077000,27.97,3805000,10751.27,584167000,2344.52,771991000,1137.03,869561000
2451,10/1/10,,,,,,,,18.5098,17666000,135.64,11796000,11.69,12288000,28.25,3480000,10829.68,587023000,2370.75,714418000,1146.24,869561000
2452,9/30/10,,,,,,,,19.1,23675000,134.14,9112000,11.775,14126000,28.39,4574000,10788.05,479090000,2368.62,709121000,1141.2,869561000
2453,9/29/10,,,,,,,,19.3089,24030000,135.48,11829000,12.01,7195000,28.73,4332000,10835.28,488767000,2376.56,707972000,1144.73,869561000
2454,9/28/10,,,,,,,,18.8957,27942000,134.89,11824000,11.69,11094000,27.75,4348000,10858.14,524475000,2379.59,823693000,1147.7,869561000
2455,9/27/10,,,,,,,,18.7323,35677000,134.65,15916000,11.55,10465000,27.7,4310000,10812.04,640085000,2369.77,750799000,1142.16,869561000
2456,9/24/10,,,,,,,,18.6052,33508000,134.11,15188000,11.62,14963000,28.2,7081000,10860.26,425214000,2381.22,710688000,1148.67,869561000
2457,9/23/10,,,,,,,,18.2283,30225000,131.67,14933000,11.09,11936000,27.17,9208000,10662.42,509967000,2327.08,892405000,1124.83,869561000
2458,9/22/10,,,,,,,,17.9559,26669000,132.57,15392000,11.1,12729000,26.68,6454000,10739.31,464844000,2334.55,833093000,1134.28,869561000
2459,9/21/10,,,,,,,,18.1239,27310000,131.98,13746000,11.43,10057000,27.47,9957000,10761.03,445438000,2349.35,848147000,1139.78,869561000
2460,9/20/10,,,,,,,,17.8833,27972000,131.79,15232000,11.293,16257000,27.38,8029000,10753.62,568706000,2355.83,948135000,1142.71,869561000
2461,9/17/10,,,,,,,,17.7698,21255000,130.19,17424000,11.16,7637000,26.53,5511000,10607.85,321360000,2315.61,979703000,1125.59,869561000
2462,9/16/10,,,,,,,,18.3191,28095000,129.67,12647000,11.3,12892000,26.92,6092000,10594.83,450299000,2303.25,843752000,1124.66,869561000
2463,9/15/10,,,,,,,,17.9877,40929000,129.43,12916000,11.39,19506000,27.28,5880000,10572.73,468041000,2301.32,862307000,1125.07,869561000
2464,9/14/10,,,,,,,,17.8379,32506000,128.85,13510000,11.11,9721000,26.69,6530000,10526.49,406193000,2289.77,886183000,1121.1,869561000
2465,9/13/10,,,,,,,,17.3793,26074000,129.61,12401000,11.24,18867000,27.04,5119000,10544.13,584926000,2285.71,738905000,1121.9,869561000
2466,9/10/10,,,,,,,,17.3793,28653000,127.99,8493000,10.75,10626000,25.65,6187000,10462.77,268286000,2242.48,728528000,1109.55,869561000
2467,9/9/10,,,,,,,,17.6245,20798000,126.36,8907000,11.03,12871000,25.95,4772000,10415.24,332878000,2236.2,749900000,1104.18,869561000
2468,9/8/10,,,,,,,,17.62,20768000,126.08,6743000,11.04,6433000,26.17,5279000,10387.01,251983000,2228.87,905445000,1098.87,869561000
2469,9/7/10,,,,,,,,18.1239,19713000,125.95,9919000,10.84,10387000,26.02,3245000,10340.69,331981000,2208.89,709462000,1091.84,869561000
2470,9/3/10,,,,,,,,18.3146,17231000,127.58,13542000,11.18,19207000,26.59,5653000,10447.93,449942000,2233.75,818282000,1104.51,869561000
2471,9/2/10,,,,,,,,18.015,14084000,125.04,8166000,10.99,8862000,26.07,7748000,10320.1,289302000,2200.01,936498000,1090.1,869561000
2472,9/1/10,,,,,,,,17.8016,23288000,125.77,13064000,10.735,16723000,25.66,5278000,10269.47,396450000,2176.84,673456000,1080.29,869561000
2473,8/31/10,,,,,,,,17.4565,27498000,123.13,11623000,10.14,16164000,24.1575,4504000,10014.72,390991000,2114.03,861270000,1049.33,869561000
2474,8/30/10,,,,,,,,17.5065,14539000,123.4,10192000,10.58,17445000,24.74,7011000,10009.73,345611000,2119.97,938120000,1048.92,869561000
2475,8/27/10,,,,,,,,17.2522,15696000,124.73,9927000,10.63,10417000,25.23,4783000,10150.65,293929000,2153.63,787868000,1064.59,869561000
2476,8/26/10,,,,,,,,17.3521,17360000,122.78,9617000,10.14,10776000,23.62,5484000,9985.81,303210000,2118.69,772523000,1047.22,869561000
2477,8/25/10,,,,,,,,17.3612,14781000,125.27,9234000,10.545,20366000,24.08,6372000,10060.06,247467000,2141.54,821431000,1055.33,869561000
2478,8/24/10,,,,,,,,17.4293,17638000,124.9,13412000,10.37,12290000,23.74,11759000,10040.45,357965000,2123.76,742133000,1051.87,869561000
2479,8/23/10,,,,,,,,17.7244,11868000,126.47,8722000,10.86,22355000,24.3,5158000,10174.41,247840000,2159.63,816921000,1067.36,869561000
2480,8/20/10,,,,,,,,18.0921,19159000,127.5,10256000,10.99,34797000,24.66,4452000,10213.62,370559000,2179.76,713186000,1071.69,869561000
2481,8/19/10,,,,,,,,18.5053,21281000,128.9,12351000,11.1,30643000,24.03,4315000,10271.21,420173000,2178.95,820541000,1075.63,869561000
2482,8/18/10,,,,,,,,18.7777,18023000,129.3925,24909000,11.27,6391000,24.32,4012000,10415.54,410207000,2215.7,913761000,1094.16,869561000
2483,8/17/10,,,,,,,,18.5325,17729000,128.45,13840000,11.01,10053000,24.17,4342000,10405.85,419506000,2209.44,830099000,1092.54,869561000
2484,8/16/10,,,,,,,,18.4099,28839000,127.77,11246000,11.23,10175000,24.78,3503000,10302.01,439475000,2181.87,820051000,1079.38,869561000
2485,8/13/10,,,,,,,,18.3645,19926000,127.87,9471000,11.18,12515000,24.46,6483000,10303.15,355156000,2173.48,931246000,1079.25,869561000
2486,8/12/10,,,,,,,,18.2238,19804000,128.3,7657000,10.99,10441000,24.24,4784000,10319.95,304070000,2190.27,753968000,1083.61,869561000
2487,8/11/10,,,,,,,,18.5098,14956000,129.83,8073000,11.28,21759000,25.1,6135000,10378.83,273580000,2208.63,738114000,1089.47,869561000
2488,8/10/10,,,,,,,,19.2181,17031000,131.84,7441000,11.0975,8477000,24.41,5131000,10644.25,204341000,2277.17,658640000,1121.06,869561000
2489,8/9/10,,,,,,,,19.3407,15506000,132,7232000,11.87,5104000,26,5056000,10698.75,226753000,2305.69,735546000,1127.79,869561000
2490,8/6/10,,,,,,,,21.0205,30634000,130.14,9653000,12.21,13249000,26.19,7164000,10653.56,215465000,2288.47,760251000,1121.64,869561000
2491,8/5/10,,,,,,,,21.0432,14603000,131.83,8316000,12.5,8916000,26.86,8265000,10674.98,233779000,2293.06,732126000,1125.81,869561000
2492,8/4/10,,,,,,,,21.2339,14594000,131.27,7559000,12.55,9356000,27.09,3315000,10680.43,213732000,2303.57,642360000,1127.24,869561000
2493,8/3/10,,,,,,,,21.5017,12818000,130.37,6668000,12.47,5248000,26.76,2555000,10636.38,226775000,2283.52,509769000,1120.46,876289000
2494,8/2/10,,,,,,,,21.5925,10777000,130.76,5775000,12.93,4327000,27.15,2585000,10674.38,162588000,2295.36,576004000,1125.86,876289000
2495,7/30/10,,,,,,,,20.9024,4479000,128.4,3103000,12.55,3175000,26.39,1561000,10465.94,86779000,2254.7,431487000,1101.6,683946000
2496,7/29/10,,,,,,,,21.0704,4531000,128.02,2420000,12.6,3186000,26.97,670695,10467.16,66949000,2251.69,210860000,1101.53,377033000
2497,7/28/10,,,,,,,,21.3973,10360000,128.43,6386000,12.84,5164000,27.8,1189000,10497.88,174672000,2264.56,181828000,1106.13,297294000
2498,7/27/10,,,,,,,,21.5971,13211000,128.63,7085000,13.23,5265000,28.74,3104000,10537.69,211105000,2288.25,472759000,1113.84,766585000
2499,7/26/10,,,,,,,,21.1431,22116000,128.41,13099000,13.31,6353000,28.82,3120000,10525.43,550232000,2296.43,629504000,1115.01,962183000
2500,7/23/10,,,,,,,,20.9524,16825000,128.38,8779000,12.79,14084000,28.02,4143000,10424.62,239281000,2269.47,791238000,1102.66,962183000
2501,7/22/10,,,,,,,,20.9161,19482000,127.47,11574000,13.18,14482000,28.16,5279000,10322.3,337294000,2245.89,806747000,1093.67,962183000
2502,7/21/10,,,,,,,,20.6482,15193000,125.27,8848000,13.14,8324000,30.18,4201000,10120.53,229954000,2187.33,830310000,1069.59,962183000
2503,7/20/10,,,,,,,,21.1612,17576000,126.55,10383000,14.53,9279000,31.85,3158000,10229.96,271107000,2222.49,628792000,1083.48,962183000
2504,7/19/10,,,,,,,,21.193,17169000,129.79,10687000,14.27,8520000,31.72,3922000,10154.43,290682000,2198.23,717289000,1071.25,962183000
2505,7/16/10,,,,,,,,20.9751,18335000,128.03,9359000,14.16,12302000,31.45,4379000,10097.9,284965000,2179.05,727719000,1064.88,962183000
2506,7/15/10,,,,,,,,21.529,19890000,130.72,11178000,14.77,12069000,32.73,4119000,10359.31,359050000,2249.08,883630000,1096.48,962183000
2507,7/14/10,,,,,,,,21.4926,21396000,130.72,11212000,14.98,9301000,32.69,3578000,10366.72,346563000,2249.84,911194000,1095.17,962183000
2508,7/13/10,,,,,,,,21.2339,18624000,130.48,10915000,14.46,9018000,32.04,3585000,10363.02,280951000,2242.03,887330000,1095.34,962183000
2509,7/12/10,,,,,,,,20.739,21812000,128.67,9758000,14.07,8885000,31.36,3798000,10216.27,294716000,2198.36,819557000,1078.75,962183000
2510,7/9/10,,,,,,,,20.5438,21056000,127.96,10265000,13.81,8367000,31.59,4025000,10198.03,321141000,2196.45,851800000,1077.96,962183000
2511,7/8/10,,,,,,,,20.6482,7394000,127.97,3909000,13.69,5454000,31.56,3242000,10138.99,155525000,2175.4,805682000,1070.25,962183000
2512,7/7/10,,,,,,,,20.4121,22117000,127,8241000,13.46,8635000,31.28,994239,10018.28,283957000,2159.47,311877000,1060.27,618802000
2513,7/6/10,,,,,,,,19.5994,37647000,123.46,12520000,12.75,7947000,29.87,3127000,9743.62,374089000,2093.88,730246000,1028.06,618802000
2514,7/2/10,,,,,,,,19.436,38498000,121.86,19805000,13.17,13534000,30.2,3998000,9686.48,569074000,2091.79,970827000,1022.58,618802000
2515,7/1/10,,,,,,,,19.4723,40478000,122.57,17635000,13.29,12046000,30.98,5676000,9732.53,528288000,2101.36,970827000,1027.37,618802000
2516,6/30/10,,,,,,,,19.6494,36223000,123.48,12607000,13.04,9018000,30.16,6257000,9774.02,350557000,2109.24,970827000,1030.71,618802000
2517,6/29/10,,,,,,,,20.1125,68001000,125.09,13051000,13.38,10348000,30.67,4031000,9870.3,366464000,2135.18,956641000,1041.24,618802000
2518,6/28/10,,,,,,,,20.9161,15799000,128.98,10324000,13.88,9415000,31.7,3992000,10138.52,278267000,2220.65,942809000,1074.57,618802000
2519,6/25/10,,,,,,,,20.8479,38207000,127.12,15105000,13.68,12885000,31.78,3117000,10143.81,476769000,2223.48,852793000,1076.76,618802000
2520,6/24/10,,,,,,,,20.8343,20339000,128.19,11369000,13.66,12887000,31.46,5224000,10152.8,316259000,2217.42,852793000,1073.69,618802000
2521,6/23/10,,,,,,,,21.2883,16086000,130.11,10019000,14.31,10247000,33.42,2918000,10298.44,257388000,2254.23,857160000,1092.04,618802000
2522,6/22/10,,,,,,,,21.2339,16013000,129.3,9849000,14.45,9116000,33.28,3178000,10293.52,221290000,2261.8,744094000,1095.31,618802000
2523,6/21/10,,,,,,,,21.5698,18184000,130.65,7928000,14.87,23948000,34.17,2066000,10442.41,246352000,2289.09,647137000,1113.2,618802000
2524,6/18/10,,,,,,,,21.7832,22379000,130.15,8708000,15.35,10184000,35.01,3470000,10450.64,264894000,2309.8,955659000,1117.51,618802000
2525,6/17/10,,,,,,,,21.9012,27076000,130.98,10174000,15.53,15836000,35.21,4576000,10434.17,254973000,2307.16,858099000,1116.04,618802000
2526,6/16/10,,,,,,,,21.7968,21728000,130.35,7686000,15.47,9900000,35.21,3997000,10409.46,181072000,2305.93,861648000,1114.61,618802000
2527,6/15/10,,,,,,,,21.7832,28776000,129.79,10507000,15.62,15470000,35.53,3987000,10404.77,311017000,2305.88,680398000,1115.23,883065000
2528,6/14/10,,,,,,,,21.2838,29382000,128.5,12035000,14.9,8663000,34.35,4459000,10190.89,267267000,2243.96,988875000,1089.63,883065000
2529,6/11/10,,,,,,,,21.4245,27744000,128.45,14197000,14.75,9122000,34.35,5853000,10211.07,372287000,2243.6,976493000,1091.6,883065000
2530,6/10/10,,,,,,,,21.1113,23970000,127.68,11112000,14.88,6688000,34.1,5201000,10172.53,281325000,2218.71,976493000,1086.84,883065000
2531,6/9/10,,,,,,,,20.6164,27564000,123.9,12288000,14.49,10905000,33.21,3862000,9899.25,335766000,2158.85,847497000,1055.69,883065000
2532,6/8/10,,,,,,,,20.8298,37891000,123.72,12358000,14.41,10705000,33.49,6117000,9939.98,342616000,2170.57,847497000,1062,883065000
2533,6/7/10,,,,,,,,20.5381,30712000,124.13,14202000,14.515,6158000,33.48,4956000,9816.49,348981000,2173.9,847497000,1050.47,883065000
2534,6/4/10,,,,,,,,20.907,21670000,125.28,9748000,15.145,3695000,34.42,2244000,9931.97,241495000,2219.17,824458000,1064.88,883065000
2535,6/3/10,,,,,,,,21.5562,22040000,127.96,15232000,15.9375,5629000,36.55,2522000,10255.28,360658000,2303.03,773817000,1102.83,883065000
2536,6/2/10,,,,,,,,21.4609,29120000,127.41,16274000,15.38,7017000,35.24,4706000,10249.54,422598000,2281.07,773817000,1098.38,883065000
2537,6/1/10,,,,,,,,20.6936,28908000,124.34,11336000,14.46,6394000,33.56,6809000,10024.02,374520000,2222.33,773817000,1070.71,883065000
2538,5/28/10,,,,,,,,20.8888,26879000,125.26,17108000,15.36,6085000,34.81,5668000,10136.63,399510000,2257.04,773817000,1089.41,883065000
2539,5/27/10,,,,,,,,21.311,49555000,126.39,24640000,15.675,11415000,36.31,3499000,10258.99,675017000,2277.68,773817000,1103.06,883065000
2540,5/26/10,,,,,,,,20.7572,33890000,123.23,21295000,14.86,6770000,34.36,4980000,9974.45,436889000,2195.88,773817000,1067.95,883065000
2541,5/25/10,,,,,,,,20.8162,41294000,124.52,18035000,15.52,9848000,35.16,6021000,10043.75,479381000,2210.95,773817000,1074.03,883065000
2542,5/24/10,,,,,,,,20.7435,27419000,124.45,11417000,16.14,9980000,35.55,9087000,10066.57,362641000,2213.55,773817000,1073.65,883065000
2543,5/21/10,,,,,,,,21.1476,25799000,125.42,9638000,16.35,8420000,36.01,5756000,10193.39,299722000,2229.04,773817000,1087.69,883065000
2544,5/20/10,,,,,,,,20.8616,28370000,123.8,11459000,16.1,5702000,35.23,6619000,10068.01,395418000,2204.01,943932000,1071.59,883065000
2545,5/19/10,,,,,,,,21.3383,22015000,128.86,13138000,16.62,9973000,36.06,4597000,10444.37,256721000,2298.37,807407000,1115.05,883065000
2546,5/18/10,,,,,,,,21.2429,22337000,129.95,18992000,17.0575,5896000,36.73,6559000,10510.95,319809000,2317.26,720116000,1120.8,883065000
2547,5/17/10,,,,,,,,21.5744,28316000,130.44,9587000,17.84,6722000,39.08,6429000,10625.83,386546000,2354.23,886773000,1136.94,883065000
2548,5/14/10,,,,,,,,21.5335,22163000,131.19,6541000,17.98,3880000,38.56,3529000,10620.16,218630000,2346.85,741248000,1135.68,883065000
2549,5/13/10,,,,,,,,22.1192,20104000,131.48,6574000,18.53,5154000,39.68,3391000,10782.95,183668000,2394.36,688444000,1157.44,883065000
2550,5/12/10,,,,,,,,22.5005,19566000,132.68,8013000,18.99,6353000,40.59,4462000,10896.91,204695000,2425.02,667644000,1171.67,883065000
2551,5/11/10,,,,,,,,21.983,22124000,126.89,8844000,18.4,5658000,39.65,3413000,10748.26,213323000,2375.31,749577000,1155.79,883065000
2552,5/10/10,,,,,,,,22.2906,30452000,126.27,14436000,18.4825,9490000,39.95,3573000,10785.14,655170000,2374.67,726820000,1159.73,883065000
2553,5/7/10,,,,,,,,21.2157,31982000,122.1,12298000,17.75,7095000,38.34,5937000,10380.43,463322000,2265.64,726820000,1110.88,883065000
2554,5/6/10,,,,,,,,21.9421,53823000,123.92,13673000,17.85,10145000,38.75,5783000,10520.32,494819000,2319.64,726820000,1128.15,883065000
2555,5/5/10,,,,,,,,23.1225,25547000,127.46,9953000,18.36,3861000,40.66,6914000,10868.12,435135000,2402.29,726820000,1165.9,883065000
2556,5/4/10,,,,,,,,22.9909,16820000,128.12,6635000,18.9,5106000,40.53,3614000,10926.77,238895000,2424.25,985498000,1173.6,883065000
2557,5/3/10,,,,,,,,23.9307,25478000,129.6,9737000,18.95,5536000,41.74,2962000,11151.83,247853000,2498.74,763397000,1202.26,883065000
2558,4/30/10,,,,,,,,23.5947,26106000,129,8107000,18.3525,5192000,41.09,4763000,11008.61,257486000,2461.19,850261000,1186.69,883065000
2559,4/29/10,,,,,,,,24.0078,18867000,130.46,10454000,19.14,4204000,42.93,4774000,11167.32,273008000,2511.92,982541000,1206.78,883065000
2560,4/28/10,,,,,,,,24.1894,17575000,130.1,8814000,19.47,4353000,42.76,5157000,11045.27,198419000,2471.73,957781000,1191.36,883065000
2561,4/27/10,,,,,,,,24.1758,15678000,128.82,10134000,19.63,7488000,42.8,3953000,10991.99,229270000,2471.47,828601000,1183.71,883065000
2562,4/26/10,,,,,,,,24.6344,19021000,130.73,11317000,20.46,6236000,44.11,6511000,11205.03,174306000,2522.95,894630000,1212.05,883065000
2563,4/23/10,,,,,,,,24.4709,14068000,129.99,7156000,20.77,5885000,44.71,5551000,11204.28,166927000,2530.15,734033000,1217.28,987543000
2564,4/22/10,,,,,,,,24.2031,13622000,129.13,5448000,19.69,4941000,40.68,4687000,11134.29,149216000,2519.07,602970000,1208.67,870653000
2565,4/21/10,,,,,,,,24.3801,13557000,128.99,5845000,19.54,4138000,40.29,2667000,11124.92,120590000,2504.61,584341000,1205.94,787747000
2566,4/20/10,,,,,,,,24.3166,10124000,129.69,6218000,19.33,3277000,40.22,3246000,11117.06,119813000,2500.31,566915000,1207.17,674773000
2567,4/19/10,,,,,,,,24.3529,12083000,132.23,5827000,19.09,4728000,39.58,3563000,11092.05,148627000,2480.11,549926000,1197.52,679273000
2568,4/16/10,,,,,,,,24.4028,14401000,130.63,6315000,19.25,5152000,40.44,1879000,11018.66,130031000,2481.26,518237000,1192.13,736008000
2569,4/15/10,,,,,,,,24.6207,33163000,130.89,6872000,19.69,5395000,41.77,2571000,11144.57,144888000,2515.69,566037000,1211.67,748963000
2570,4/14/10,,,,,,,,24.7524,22820000,131.25,9314000,19.2675,4144000,41.45,3606000,11123.11,171628000,2504.86,650015000,1210.65,862961000
2571,4/13/10,,,,,,,,24.4164,18086000,129.03,5970000,18.38,4455000,40.15,3864000,11019.42,156299000,2465.99,657646000,1197.3,853401000
2572,4/12/10,,,,,,,,24.4618,12259000,128.36,5566000,19.08,4884000,41.08,3983000,11005.97,215052000,2457.87,615129000,1196.48,828608000
2573,4/9/10,,,,,,,,24.4573,9043000,128.76,5858000,19.14,6511000,41.39,4041000,10997.35,182560000,2454.05,677963000,1194.37,847522000
2574,4/8/10,,,,,,,,24.3483,8490000,127.61,7001000,18.68,5648000,40.34,4159000,10927.07,173608000,2436.81,747749000,1186.44,981223000
2575,4/7/10,,,,,,,,24.194,10563000,128.48,7490000,18.85,3701000,40.28,3769000,10897.52,183231000,2431.16,783960000,1182.45,939776000
2576,4/6/10,,,,,,,,24.4528,14763000,128.93,8562000,19.06,4387000,41.05,3962000,10969.99,212849000,2436.81,832537000,1189.44,939776000
2577,4/5/10,,,,,,,,24.4573,12868000,129.35,6633000,18.48,3846000,40.63,3366000,10973.55,229618000,2429.53,821705000,1187.44,939776000
2578,4/1/10,,,,,,,,24.1713,13316000,128.25,6970000,18.11,4490000,39.01,5284000,10927.07,235094000,2402.58,855850000,1178.1,939776000
2579,3/31/10,,,,,,,,24.1304,9489000,128.25,5995000,18.26,4091000,38.99,5697000,10856.63,170272000,2397.96,881060000,1169.43,939776000
2580,3/30/10,,,,,,,,24.1804,11023000,128.77,4940000,18.17,5255000,39.35,5703000,10907.42,189737000,2410.69,745750000,1173.27,964845000
2581,3/29/10,,,,,,,,24.0487,14555000,128.59,5857000,18.9,5059000,39.97,4374000,10895.86,220274000,2404.36,811902000,1173.22,964845000
2582,3/26/10,,,,,,,,24.253,16931000,129.26,5981000,18.93,7496000,39.55,8443000,10850.36,206950000,2395.13,879909000,1166.59,964845000
