Category: Investing,
,
Day,IBM stock: (Worldwide)
1/16/2014,10
1/15/2014,20
1/14/2014,41
1/13/2014,10
1/12/2014,24
1/11/2014,12
1/10/2014,54
1/9/2014,21
1/8/2014,42
1/7/2014,31
1/6/2014,11
1/5/2014,12
1/4/2014,0
1/3/2014,0
1/2/2014,0
1/1/2014,13
12/31/2013,26
12/30/2013,23
12/29/2013,13
12/28/2013,0
12/27/2013,12
12/26/2013,0
12/25/2013,14
12/24/2013,13
12/23/2013,12
12/22/2013,0
12/21/2013,13
12/20/2013,12
12/19/2013,11
12/18/2013,11
12/17/2013,22
12/16/2013,21
12/15/2013,25
12/14/2013,0
12/13/2013,0
12/12/2013,43
12/11/2013,21
12/10/2013,42
12/9/2013,21
12/8/2013,0
12/7/2013,13
12/6/2013,11
12/5/2013,11
12/4/2013,31
12/3/2013,31
12/2/2013,41
12/1/2013,12
11/30/2013,0
11/29/2013,23
11/28/2013,0
11/27/2013,11
11/26/2013,42
11/25/2013,42
11/24/2013,0
11/23/2013,12
11/22/2013,0
11/21/2013,11
11/20/2013,31
11/19/2013,31
11/18/2013,21
11/17/2013,12
11/16/2013,0
11/15/2013,23
11/14/2013,54
11/13/2013,21
11/12/2013,21
11/11/2013,53
11/10/2013,0
11/9/2013,0
11/8/2013,11
11/7/2013,22
11/6/2013,32
11/5/2013,21
11/4/2013,11
11/3/2013,0
11/2/2013,13
11/1/2013,24
10/31/2013,22
10/30/2013,43
10/29/2013,43
10/28/2013,32
10/27/2013,0
10/26/2013,0
10/25/2013,34
10/24/2013,22
10/23/2013,64
10/22/2013,43
10/21/2013,21
10/20/2013,13
10/19/2013,13
10/18/2013,45
10/17/2013,100
10/16/2013,11
10/15/2013,11
10/14/2013,0
10/13/2013,13
10/12/2013,13
10/11/2013,11
10/10/2013,11
10/9/2013,43
10/8/2013,22
10/7/2013,11
10/6/2013,13
10/5/2013,0
10/4/2013,11
10/3/2013,0
10/2/2013,22
10/1/2013,0
9/30/2013,11
9/29/2013,0
9/28/2013,27
9/27/2013,35
9/26/2013,19
9/25/2013,57
9/24/2013,38
9/23/2013,38
9/22/2013,0
9/21/2013,0
9/20/2013,40
9/19/2013,19
9/18/2013,19
9/17/2013,19
9/16/2013,19
9/15/2013,22
9/14/2013,23
9/13/2013,39
9/12/2013,19
9/11/2013,0
9/10/2013,56
9/9/2013,38
9/8/2013,23
9/7/2013,46
9/6/2013,0
9/5/2013,0
9/4/2013,19
9/3/2013,19
9/2/2013,0
9/1/2013,0
8/31/2013,0
8/30/2013,20
8/29/2013,0
8/28/2013,0
8/27/2013,38
8/26/2013,0
8/25/2013,24
8/24/2013,71
8/23/2013,0
8/22/2013,40
8/21/2013,20
8/20/2013,40
8/19/2013,0
8/18/2013,0
8/17/2013,24
8/16/2013,21
8/15/2013,43
8/14/2013,41
8/13/2013,20
8/12/2013,0
8/11/2013,24
8/10/2013,25
8/9/2013,43
8/8/2013,42
8/7/2013,41
8/6/2013,0
8/5/2013,20
8/4/2013,25
8/3/2013,50
8/2/2013,21
8/1/2013,62
7/31/2013,20
7/30/2013,20
7/29/2013,20
7/28/2013,0
7/27/2013,0
7/26/2013,64
7/25/2013,21
7/24/2013,20
7/23/2013,0
7/22/2013,20
7/21/2013,0
7/20/2013,0
7/19/2013,64
7/18/2013,21
7/17/2013,41
7/16/2013,40
7/15/2013,20
7/14/2013,24
7/13/2013,25
7/12/2013,0
7/11/2013,41
7/10/2013,40
7/9/2013,80
7/8/2013,41
7/7/2013,0
7/6/2013,0
7/5/2013,0
7/4/2013,43
7/3/2013,40
7/2/2013,60
7/1/2013,20
6/30/2013,0
6/29/2013,0
6/28/2013,42
6/27/2013,20
6/26/2013,20
6/25/2013,20
6/24/2013,40
6/23/2013,0
6/22/2013,0
6/21/2013,63
6/20/2013,40
6/19/2013,59
6/18/2013,20
6/17/2013,20
6/16/2013,24
6/15/2013,0
6/14/2013,0
6/13/2013,0
6/12/2013,20
6/11/2013,0
6/10/2013,39
6/9/2013,0
6/8/2013,0
6/7/2013,41
6/6/2013,40
6/5/2013,20
6/4/2013,78
6/3/2013,0
6/2/2013,0
6/1/2013,0
5/31/2013,62
5/30/2013,20
5/29/2013,20
5/28/2013,19
5/27/2013,20
5/26/2013,24
5/25/2013,24
5/24/2013,21
5/23/2013,39
5/22/2013,0
5/21/2013,0
5/20/2013,0
5/19/2013,0
5/18/2013,72
5/17/2013,41
5/16/2013,40
5/15/2013,0
5/14/2013,39
5/13/2013,59
5/12/2013,0
5/11/2013,0
5/10/2013,42
5/9/2013,41
5/8/2013,41
5/7/2013,100
5/6/2013,20
5/5/2013,0
5/4/2013,0
5/3/2013,64
5/2/2013,21
5/1/2013,65
4/30/2013,61
4/29/2013,40
4/28/2013,0
4/27/2013,24
4/26/2013,21
4/25/2013,62
4/24/2013,20
4/23/2013,59
4/22/2013,0
4/21/2013,72
4/20/2013,24
4/19/2013,62
4/18/2013,0
4/17/2013,40
4/16/2013,0
4/15/2013,20
4/14/2013,0
4/13/2013,24
4/12/2013,21
4/11/2013,40
4/10/2013,0
4/9/2013,19
4/8/2013,39
4/7/2013,47
4/6/2013,24
4/5/2013,41
4/4/2013,60
4/3/2013,59
4/2/2013,40
4/1/2013,21
3/31/2013,0
3/30/2013,0
3/29/2013,46
3/28/2013,21
